id,id_OSM,distance,lat_OSM,lon_OSM,coord_OSM,DISTRITO,BARRIO,MODELO,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,coord
41336,3666922933,6.416092782671128,40.409732,-3.7033867,"(40.409731999999998, -3.7033866999999998)",CENTRO,EMBAJADORES,BA-45,"440320,58","4473466,437",-3.7033708095550537,40.40967559814453,"(40.409676, -3.7033708)"
2039,3666922933,6.810975054879259,40.409732,-3.7033867,"(40.409731999999998, -3.7033866999999998)",CENTRO,EMBAJADORES,BA-45,"440316,5801","4473466,437",-3.703418016433716,40.40967559814453,"(40.409676, -3.703418)"
35593,3666922933,5.433437806827479,40.409732,-3.7033867,"(40.409731999999998, -3.7033866999999998)",CENTRO,EMBAJADORES,BA-45,"440323,58","4473469,437",-3.703335762023926,40.40970230102539,"(40.409702, -3.7033358)"
38060,3666922933,5.093584330369549,40.409732,-3.7033867,"(40.409731999999998, -3.7033866999999998)",CENTRO,EMBAJADORES,BA-45,"440314,5801","4473470,437",-3.703441858291626,40.40971374511719,"(40.409714, -3.7034419)"
54135,3786662082,5.664143717057568,40.4665017,-3.7185883,"(40.466501700000002, -3.7185883)",MONCLOA-ARAVACA,VALDEZARZA,MU-16,"439085,6221","4479781,557",-3.7185301780700684,40.46647644042969,"(40.466476, -3.7185302)"
43626,3786662082,5.337118093930498,40.4665017,-3.7185883,"(40.466501700000002, -3.7185883)",MONCLOA-ARAVACA,VALDEZARZA,MU-16,"439078,6221","4479779,557",-3.7186124324798584,40.46645736694336,"(40.466457, -3.7186124)"
20829,3786662087,6.881974483384375,40.4665391,-3.7186609,"(40.466539099999999, -3.7186609000000002)",MONCLOA-ARAVACA,VALDEZARZA,MU-16,"439071,6222","4479794,557",-3.7186965942382812,40.46659469604492,"(40.466595, -3.7186966)"
23272,3786662097,5.085707530460449,40.4666285,-3.7181519,"(40.466628499999999, -3.7181519000000001)",MONCLOA-ARAVACA,VALDEZARZA,MU-16,"439115,6219","4479793,557",-3.718177318572998,40.46658706665039,"(40.466587, -3.7181773)"
50929,3808728623,7.952927237577114,40.4670368,-3.7198885,"(40.467036800000002, -3.7198885000000002)",MONCLOA-ARAVACA,VALDEZARZA,MU-16,"438963,6232","4479847,559",-3.719975471496582,40.467063903808594,"(40.467064, -3.7199755)"
7876,3808728623,8.417889752365024,40.4670368,-3.7198885,"(40.467036800000002, -3.7198885000000002)",MONCLOA-ARAVACA,VALDEZARZA,MU-16,"438962,6232","4479843,559",-3.719986915588379,40.46702575683594,"(40.467026, -3.7199869)"
3538,3808730766,6.998647006899199,40.4686299,-3.7195832,"(40.468629900000003, -3.7195832000000002)",MONCLOA-ARAVACA,VALDEZARZA,BA-87,"439000,6238","4480014,559",-3.719555139541626,40.468570709228516,"(40.468571, -3.7195551)"
55709,3808730768,7.240129016305928,40.4686585,-3.7197083,"(40.468658499999997, -3.7197083000000002)",MONCLOA-ARAVACA,VALDEZARZA,BA-87,"438983,6239","4480030,559",-3.719757318496704,40.468711853027344,"(40.468712, -3.7197573)"
27483,3960252707,7.61592673772255,40.4726876,-3.6993798,"(40.4726876, -3.6993798)",TETUÁN,ALMENARA,MU-17,"440713,605","4480465,452",-3.699392080307007,40.472755432128906,"(40.472755, -3.6993921)"
47039,3960252707,7.092882577547051,40.4726876,-3.6993798,"(40.4726876, -3.6993798)",TETUÁN,ALMENARA,MU-17,"440711,605","4480451,452",-3.6994144916534424,40.47262954711914,"(40.47263, -3.6994145)"
7882,3961396203,6.5672491356406395,40.4745749,-3.7144689,"(40.4745749, -3.7144689)",FUENCARRAL-EL PARDO,PILAR,MU-16,"439432,6243","4480682,557",-3.7145233154296875,40.47461700439453,"(40.474617, -3.7145233)"
23777,3964481569,6.690393135769378,40.4802758,-3.7156506,"(40.480275800000001, -3.7156506)",FUENCARRAL-EL PARDO,PEÑAGRANDE,MU-16,"439345,6279","4481305,56",-3.715609073638916,40.480224609375,"(40.480225, -3.7156091)"
48997,3964481569,9.215880727424306,40.4802758,-3.7156506,"(40.480275800000001, -3.7156506)",FUENCARRAL-EL PARDO,PEÑAGRANDE,MU-16,"439350,6278","4481307,56",-3.715550184249878,40.48024368286133,"(40.480244, -3.7155502)"
64771,3964481569,7.280778337703998,40.4802758,-3.7156506,"(40.480275800000001, -3.7156506)",FUENCARRAL-EL PARDO,PEÑAGRANDE,MU-16,"439335,628","4481314,561",-3.7157278060913086,40.48030471801758,"(40.480305, -3.7157278)"
46542,3964481569,5.6512211408953155,40.4802758,-3.7156506,"(40.480275800000001, -3.7156506)",FUENCARRAL-EL PARDO,PEÑAGRANDE,MU-16,"439345,6279","4481315,56",-3.7156100273132324,40.480316162109375,"(40.480316, -3.71561)"
11317,3964481570,5.69292547968022,40.4803547,-3.7155362,"(40.480354699999999, -3.7155361999999998)",FUENCARRAL-EL PARDO,PEÑAGRANDE,MU-16,"439348,6279","4481324,56",-3.7155754566192627,40.48039627075195,"(40.480396, -3.7155755)"
43314,3964481572,7.716711031662636,40.4804597,-3.715665,"(40.480459699999997, -3.715665)",FUENCARRAL-EL PARDO,PEÑAGRANDE,MU-16,"439347,628","4481327,56",-3.715587615966797,40.48042297363281,"(40.480423, -3.7155876)"
13876,3964481572,7.210199636391372,40.4804597,-3.715665,"(40.480459699999997, -3.715665)",FUENCARRAL-EL PARDO,PEÑAGRANDE,MU-16,"439334,628","4481328,561",-3.7157411575317383,40.480430603027344,"(40.480431, -3.7157412)"
31036,3964481572,9.515898536233879,40.4804597,-3.715665,"(40.480459699999997, -3.715665)",FUENCARRAL-EL PARDO,PEÑAGRANDE,MU-16,"439346,628","4481339,56",-3.7156004905700684,40.48052978515625,"(40.48053, -3.7156005)"
22448,4102811152,8.85292064819215,40.4649785,-3.7196026,"(40.464978500000001, -3.7196026)",MONCLOA-ARAVACA,VALDEZARZA,BA-108,"438984,6219","4479617,558",-3.719705581665039,40.46499252319336,"(40.464993, -3.7197056)"
28912,4119735472,5.401843378766946,40.4490959,-3.7280399,"(40.449095900000003, -3.7280399000000002)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438268,6185","4477860,558",-3.7279796600341797,40.44911193847656,"(40.449112, -3.7279797)"
38074,4125449745,8.223572564894857,40.4232951,-3.7121999,"(40.423295099999997, -3.7121998999999999)",MONCLOA-ARAVACA,ARGUELLES,MU-15E,"439589,5891","4474978,447",-3.7121291160583496,40.42324447631836,"(40.423244, -3.7121291)"
65157,4125449757,8.151209691129882,40.4233664,-3.7120722,"(40.423366399999999, -3.7120722000000002)",MONCLOA-ARAVACA,ARGUELLES,MU-15E,"439599,589","4474985,447",-3.7120118141174316,40.423309326171875,"(40.423309, -3.7120118)"
15235,4125449782,8.109135883040617,40.4234378,-3.7119444,"(40.423437800000002, -3.7119444000000001)",MONCLOA-ARAVACA,ARGUELLES,MU-15E,"439610,589","4474993,447",-3.711883068084717,40.42338180541992,"(40.423382, -3.7118831)"
19352,4125449934,9.850173573184028,40.4236016,-3.7121049,"(40.423601599999998, -3.7121048999999999)",MONCLOA-ARAVACA,ARGUELLES,MU-15E,"439586,5892","4475026,447",-3.7121689319610596,40.423675537109375,"(40.423676, -3.7121689)"
54857,4127645059,8.207665976057317,40.408543,-3.66075,"(40.408543000000002, -3.6607500000000002)",MORATALAZ,MEDIA LEGUA,MU-16,"443941,5311","4473306,457",-3.6606836318969727,40.40848922729492,"(40.408489, -3.6606836)"
20811,4131264341,7.191664243816706,40.443919,-3.7263767,"(40.443919000000001, -3.7263766999999999)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438392,615","4477283,554",-3.726461410522461,40.44392395019531,"(40.443924, -3.7264614)"
23256,4131264341,9.1515092734282,40.443919,-3.7263767,"(40.443919000000001, -3.7263766999999999)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438408,6149","4477285,554",-3.72627329826355,40.44394302368164,"(40.443943, -3.7262733)"
37049,4131264344,8.118605773111048,40.4440198,-3.7261816,"(40.4440198, -3.7261815999999999)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438413,6149","4477301,554",-3.7262158393859863,40.444087982177734,"(40.444088, -3.7262158)"
22455,4256810083,7.841630276319062,40.4733616,-3.7139881,"(40.473361599999997, -3.7139880999999999)",FUENCARRAL-EL PARDO,PILAR,MU-16,"439470,6233","4480547,556",-3.714062213897705,40.47340393066406,"(40.473404, -3.7140622)"
11659,4256810083,8.66588586528921,40.4733616,-3.7139881,"(40.473361599999997, -3.7139880999999999)",FUENCARRAL-EL PARDO,PILAR,MU-16,"439470,6233","4480548,556",-3.714062213897705,40.47341537475586,"(40.473415, -3.7140622)"
2740,4256810084,8.62079711256587,40.4733747,-3.7139296,"(40.473374700000001, -3.7139296000000002)",FUENCARRAL-EL PARDO,PILAR,MU-16,"439477,6233","4480551,556",-3.713979959487915,40.47344207763672,"(40.473442, -3.71398)"
26490,4256810084,5.560054523417944,40.4733747,-3.7139296,"(40.473374700000001, -3.7139296000000002)",FUENCARRAL-EL PARDO,PILAR,MU-16,"439478,6233","4480548,556",-3.713967800140381,40.47341537475586,"(40.473415, -3.7139678)"
24109,4256810208,5.513668790458882,40.4736847,-3.7141809,"(40.4736847, -3.7141809000000001)",FUENCARRAL-EL PARDO,PILAR,MU-16,"439455,6236","4480580,556",-3.7142422199249268,40.47370147705078,"(40.473701, -3.7142422)"
1532,4257891372,7.2898411182352145,40.3996951,-3.7045152,"(40.399695100000002, -3.7045151999999999)",ARGANZUELA,ACACIAS,MU-17,"440217,5875","4472352,526",-3.704479932785034,40.399635314941406,"(40.399635, -3.7044799)"
57742,4257891372,8.771140794517017,40.3996951,-3.7045152,"(40.399695100000002, -3.7045151999999999)",ARGANZUELA,ACACIAS,MU-17,"440214,5875","4472350,526",-3.704515218734741,40.39961624145508,"(40.399616, -3.7045152)"
26161,4257891373,7.5304523799912,40.399711,-3.7043149,"(40.399711000000003, -3.7043149)",ARGANZUELA,ACACIAS,BA-108,"440228,5875","4472367,526",-3.7043516635894775,40.39977264404297,"(40.399773, -3.7043517)"
48170,4257891374,7.009285007400424,40.3997134,-3.704462,"(40.399713400000003, -3.7044619999999999)",ARGANZUELA,ACACIAS,MU-17,"440221,5875","4472354,526",-3.704432964324951,40.399654388427734,"(40.399654, -3.704433)"
21293,4257891375,7.077126675933001,40.3997436,-3.7042481,"(40.399743600000001, -3.7042481)",ARGANZUELA,ACACIAS,BA-108,"440231,5875","4472368,526",-3.7043163776397705,40.3997802734375,"(40.39978, -3.7043164)"
48982,4257891375,9.803609590385959,40.3997436,-3.7042481,"(40.399743600000001, -3.7042481)",ARGANZUELA,ACACIAS,BA-108,"440230,5875","4472371,526",-3.7043285369873047,40.39980697631836,"(40.399807, -3.7043285)"
15568,4257891378,5.27617894157633,40.3998166,-3.704149,"(40.399816600000001, -3.7041490000000001)",ARGANZUELA,ACACIAS,MU-17,"440241,5874","4472369,526",-3.7041985988616943,40.39978790283203,"(40.399788, -3.7041986)"
41323,4275722581,9.390124580118618,40.463151,-3.7084009,"(40.463151000000003, -3.7084009)",TETUÁN,VALDEACEDERAS,MU-16,"439950,6045","4479403,456",-3.708292007446289,40.463134765625,"(40.463135, -3.708292)"
63707,4275722581,6.135546450402039,40.463151,-3.7084009,"(40.463151000000003, -3.7084009)",TETUÁN,VALDEACEDERAS,MU-16,"439935,6046","4479407,456",-3.7084693908691406,40.46316909790039,"(40.463169, -3.7084694)"
38857,4275722582,9.445699845541673,40.4632344,-3.7085632,"(40.463234399999997, -3.7085631999999999)",TETUÁN,VALDEACEDERAS,MU-16,"439918,6048","4479417,457",-3.7086708545684814,40.4632568359375,"(40.463257, -3.7086709)"
31848,4316800068,5.16589663469089,40.4400646,-3.6812556,"(40.440064599999999, -3.6812556000000001)",CHAMARTÍN,EL VISO,MU-15B,"442220,5868","4476829,512",-3.6812846660614014,40.44010543823242,"(40.440105, -3.6812847)"
9201,4316800068,9.454313214091114,40.4400646,-3.6812556,"(40.440064599999999, -3.6812556000000001)",CHAMARTÍN,EL VISO,MU-15B,"442226,5868","4476833,512",-3.6812143325805664,40.44014358520508,"(40.440144, -3.6812143)"
25332,4316800068,5.8811121159045925,40.4400646,-3.6812556,"(40.440064599999999, -3.6812556000000001)",CHAMARTÍN,EL VISO,MU-15B,"442228,5868","4476826,512",-3.681190252304077,40.44008255004883,"(40.440083, -3.6811903)"
20528,4320366713,6.485471144763867,40.506456,-3.6951739,"(40.506456, -3.6951738999999999)",FUENCARRAL-EL PARDO,EL GOLOSO,MU-16,"441095,6341","4484207,552",-3.6952335834503174,40.506492614746094,"(40.506493, -3.6952336)"
39228,4320366725,5.478142472563899,40.5065373,-3.6951068,"(40.506537299999998, -3.6951068)",FUENCARRAL-EL PARDO,EL GOLOSO,MU-16,"441102,6341","4484216,552",-3.6951518058776855,40.50657272338867,"(40.506573, -3.6951518)"
45401,4437824304,8.396648706706214,40.4094835,-3.7158797,"(40.4094835, -3.7158796999999999)",CENTRO,PALACIO,MU-16,"439266,5663","4473449,736",-3.7157905101776123,40.40945053100586,"(40.409451, -3.7157905)"
47063,4437824320,9.630084716837327,40.4096229,-3.715421,"(40.409622900000002, -3.7154210000000001)",CENTRO,PALACIO,,"439301,9999","4473477,332",-3.7153756618499756,40.40970230102539,"(40.409702, -3.7153757)"
33994,4437824320,9.850590093704618,40.4096229,-3.715421,"(40.409622900000002, -3.7154210000000001)",CENTRO,PALACIO,MU-16,"439298,5261","4473458,926",-3.7154150009155273,40.4095344543457,"(40.409534, -3.715415)"
2034,4437824329,9.863977812976456,40.4099349,-3.7152739,"(40.409934900000003, -3.7152739000000001)",CENTRO,PALACIO,MU-16,"439301,3263","4473505,906",-3.715386390686035,40.40995788574219,"(40.409958, -3.7153864)"
10102,4437824332,5.681990624739512,40.410088,-3.715876,"(40.410088000000002, -3.7158760000000002)",CENTRO,PALACIO,MU-16,"439263,5865","4473516,446",-3.715831995010376,40.41004943847656,"(40.410049, -3.715832)"
25837,4437824333,7.971945930521796,40.4103814,-3.7154997,"(40.410381399999999, -3.7154997000000001)",CENTRO,PALACIO,MU-16,"439285,5865","4473548,446",-3.715575933456421,40.41033935546875,"(40.410339, -3.7155759)"
59781,4437878844,7.2317083361098895,40.4145136,-3.714684,"(40.414513599999999, -3.7146840000000001)",CENTRO,PALACIO,BA-107,"439358,5875","4474014,447",-3.7147600650787354,40.41454315185547,"(40.414543, -3.7147601)"
44587,4437878883,6.745546775321949,40.4146496,-3.7147899,"(40.414649599999997, -3.7147899)",CENTRO,PALACIO,BA-107,"439349,5876","4474024,447",-3.714867115020752,40.414634704589844,"(40.414635, -3.7148671)"
57274,4456021891,5.113448859168331,40.4424111,-3.726747,"(40.442411100000001, -3.726747)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438364,6145","4477120,554",-3.726775884628296,40.44245147705078,"(40.442451, -3.7267759)"
2722,4456027389,7.034355988513316,40.4470453,-3.7280087,"(40.447045299999999, -3.7280087000000002)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438265,6175","4477624,557",-3.727992057800293,40.446983337402344,"(40.446983, -3.7279921)"
22429,4456027389,6.268383490768116,40.4470453,-3.7280087,"(40.447045299999999, -3.7280087000000002)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438264,6175","4477637,557",-3.7280051708221436,40.44710159301758,"(40.447102, -3.7280052)"
6088,4456027691,9.004824237068958,40.4402213,-3.7262058,"(40.440221299999997, -3.7262057999999998)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438416,6133","4476865,553",-3.726138114929199,40.44015884399414,"(40.440159, -3.7261381)"
41951,4456027989,7.767496789823043,40.4448886,-3.7271991,"(40.444888599999999, -3.7271991)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438326,616","4477397,556",-3.727250814437866,40.4449462890625,"(40.444946, -3.7272508)"
58074,4456028089,6.158899194204579,40.4447117,-3.7271859,"(40.444711699999999, -3.7271858999999998)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438331,6158","4477365,555",-3.7271888256073,40.44465637207031,"(40.444656, -3.7271888)"
59574,4456028090,9.976544333516857,40.444048,-3.7270544,"(40.444048000000002, -3.7270544000000001)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438337,6155","4477306,555",-3.727112293243408,40.44412612915039,"(40.444126, -3.7271123)"
60384,4456028091,6.297571541083072,40.4430141,-3.7268711,"(40.443014099999999, -3.7268710999999999)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,MU-16,"438353,6148","4477177,554",-3.7269113063812256,40.44296646118164,"(40.442966, -3.7269113)"
59829,4608166167,6.325617039994121,40.4717343,-3.7131551,"(40.471734300000001, -3.7131550999999998)",FUENCARRAL-EL PARDO,PILAR,,"439551,6971","4480364,406",-3.713088274002075,40.47175979614258,"(40.47176, -3.7130883)"
18580,4608166167,6.325617039994121,40.4717343,-3.7131551,"(40.471734300000001, -3.7131550999999998)",FUENCARRAL-EL PARDO,PILAR,,"439551,6971","4480364,406",-3.713088274002075,40.47175979614258,"(40.47176, -3.7130883)"
41360,4608166167,6.325617039994121,40.4717343,-3.7131551,"(40.471734300000001, -3.7131550999999998)",FUENCARRAL-EL PARDO,PILAR,,"439551,6971","4480364,406",-3.713088274002075,40.47175979614258,"(40.47176, -3.7130883)"
63731,4608166167,6.325617039994121,40.4717343,-3.7131551,"(40.471734300000001, -3.7131550999999998)",FUENCARRAL-EL PARDO,PILAR,,"439551,6971","4480364,406",-3.713088274002075,40.47175979614258,"(40.47176, -3.7130883)"
48706,4608166167,6.325617039994121,40.4717343,-3.7131551,"(40.471734300000001, -3.7131550999999998)",FUENCARRAL-EL PARDO,PILAR,,"439551,6971","4480364,406",-3.713088274002075,40.47175979614258,"(40.47176, -3.7130883)"
47922,4608166167,6.325617039994121,40.4717343,-3.7131551,"(40.471734300000001, -3.7131550999999998)",FUENCARRAL-EL PARDO,PILAR,,"439551,6971","4480364,406",-3.713088274002075,40.47175979614258,"(40.47176, -3.7130883)"
29962,4608166167,6.325617039994121,40.4717343,-3.7131551,"(40.471734300000001, -3.7131550999999998)",FUENCARRAL-EL PARDO,PILAR,,"439551,6971","4480364,406",-3.713088274002075,40.47175979614258,"(40.47176, -3.7130883)"
8959,4608166167,6.325617039994121,40.4717343,-3.7131551,"(40.471734300000001, -3.7131550999999998)",FUENCARRAL-EL PARDO,PILAR,,"439551,6971","4480364,406",-3.713088274002075,40.47175979614258,"(40.47176, -3.7130883)"
38716,4608166167,9.856191457799365,40.4717343,-3.7131551,"(40.471734300000001, -3.7131550999999998)",FUENCARRAL-EL PARDO,PILAR,MU-16,"439536,622","4480358,554",-3.7132656574249268,40.47170639038086,"(40.471706, -3.7132657)"
5270,4608166167,6.4570813852497935,40.4717343,-3.7131551,"(40.471734300000001, -3.7131550999999998)",FUENCARRAL-EL PARDO,PILAR,MU-16,"439551,6219","4480364,554",-3.7130892276763916,40.471763610839844,"(40.471764, -3.7130892)"
28164,4608166168,8.630732697973098,40.4717819,-3.7131659,"(40.471781900000003, -3.7131658999999999)",FUENCARRAL-EL PARDO,PILAR,MU-16,"439553,6219","4480368,554",-3.7130661010742188,40.471797943115234,"(40.471798, -3.7130661)"
41968,4608166168,5.938875623352901,40.4717819,-3.7131659,"(40.471781900000003, -3.7131658999999999)",FUENCARRAL-EL PARDO,PILAR,MU-16,"439541,622","4480371,554",-3.713207960128784,40.471824645996094,"(40.471825, -3.713208)"
64306,4608166168,6.498307085319911,40.4717819,-3.7131659,"(40.471781900000003, -3.7131658999999999)",FUENCARRAL-EL PARDO,PILAR,MU-16,"439549,622","4480371,554",-3.71311354637146,40.471824645996094,"(40.471825, -3.7131135)"
33164,4608256802,5.524367741530823,40.4702188,-3.7102488,"(40.470218799999998, -3.7102488)",TETUÁN,VALDEACEDERAS,MU-16,"439793,0995","4480186,301",-3.710223913192749,40.47017288208008,"(40.470173, -3.7102239)"
39664,4608256803,5.2463504745655225,40.4699394,-3.7100275,"(40.469939400000001, -3.7100274999999998)",TETUÁN,VALDEACEDERAS,MU-16,"439806,6093","4480164,461",-3.7100625038146973,40.46997833251953,"(40.469978, -3.7100625)"
1869,4635277896,8.78067913119726,40.4683881,-3.7212957,"(40.468388099999999, -3.7212957000000002)",MONCLOA-ARAVACA,VALDEZARZA,MU-16,"438844,6247","4479998,561",-3.721393585205078,40.468414306640625,"(40.468414, -3.7213936)"
58091,4635277898,6.9955307479770745,40.4685107,-3.7218662,"(40.468510700000003, -3.7218662)",MONCLOA-ARAVACA,VALDEZARZA,MU-16,"438797,625","4480009,561",-3.7219488620758057,40.468509674072266,"(40.46851, -3.7219489)"
64301,4635277898,9.513545228286292,40.4685107,-3.7218662,"(40.468510700000003, -3.7218662)",MONCLOA-ARAVACA,VALDEZARZA,MU-16,"438796,625","4480004,561",-3.7219603061676025,40.46846389770508,"(40.468464, -3.7219603)"
57434,4635304573,7.922671089409833,40.4618322,-3.7009377,"(40.461832200000003, -3.7009376999999999)",TETUÁN,BERRUGUETE,MU-17,"440580,3795","4479251,159",-3.700850009918213,40.46180725097656,"(40.461807, -3.70085)"
10103,4635304574,6.004912119096096,40.461966,-3.7011711,"(40.461965999999997, -3.7011710999999998)",TETUÁN,BERRUGUETE,MU-17,"440551,5998","4479263,449",-3.70119047164917,40.4619140625,"(40.461914, -3.7011905)"
14336,4635304575,8.853207088069167,40.4620539,-3.7010862,"(40.462053900000001, -3.7010862000000002)",TETUÁN,VALDEACEDERAS,MU-17,"440562,5998","4479287,449",-3.7010629177093506,40.46213150024414,"(40.462132, -3.7010629)"
50292,4635304575,8.473276545015924,40.4620539,-3.7010862,"(40.462053900000001, -3.7010862000000002)",TETUÁN,VALDEACEDERAS,MU-17,"440567,5998","4479283,449",-3.7010037899017334,40.46209716796875,"(40.462097, -3.7010038)"
58938,4635304576,5.123538501823052,40.4620103,-3.7012514,"(40.462010300000003, -3.7012513999999999)",TETUÁN,BERRUGUETE,MU-17,"440544,5999","4479269,449",-3.7012736797332764,40.46196746826172,"(40.461967, -3.7012737)"
51878,4635304578,8.374465919702759,40.4622044,-3.7016092,"(40.462204399999997, -3.7016092)",TETUÁN,BERRUGUETE,MU-17,"440522,5901","4479290,36",-3.701535224914551,40.462154388427734,"(40.462154, -3.7015352)"
25820,4635304580,5.041314902187021,40.46248,-3.7018707,"(40.462479999999999, -3.7018707000000002)",TETUÁN,VALDEACEDERAS,MU-17,"440496,7205","4479331,16",-3.7018442153930664,40.462520599365234,"(40.462521, -3.7018442)"
1196,4635304583,8.195078339031525,40.4627681,-3.7026483,"(40.462768099999998, -3.7026482999999999)",TETUÁN,BERRUGUETE,MU-17,"440431,801","4479351,561",-3.7026116847991943,40.46269989013672,"(40.4627, -3.7026117)"
42154,4635304587,5.634158184040653,40.4633872,-3.7038089,"(40.4633872, -3.7038088999999998)",TETUÁN,BERRUGUETE,MU-17,"440328,6021","4479423,452",-3.7038354873657227,40.463340759277344,"(40.463341, -3.7038355)"
43760,4635305093,5.506025439131434,40.4638129,-3.7044948,"(40.463812900000001, -3.7044948)",TETUÁN,VALDEACEDERAS,MU-17,"440278,6027","4479475,453",-3.704430341720581,40.46380615234375,"(40.463806, -3.7044303)"
54300,4635305096,8.745950613827178,40.4638663,-3.7050516,"(40.463866299999999, -3.7050516)",TETUÁN,BERRUGUETE,MU-17,"440217,4231","4479484,254",-3.705152750015259,40.46388244628906,"(40.463882, -3.7051528)"
11820,4635305105,5.120393798080778,40.4642454,-3.705906,"(40.464245400000003, -3.7059060000000001)",TETUÁN,VALDEACEDERAS,MU-17,"440158,6038","4479527,455",-3.705850601196289,40.464263916015625,"(40.464264, -3.7058506)"
47689,4891499255,6.74176312954411,40.4436132,-3.7259587,"(40.443613200000001, -3.7259587000000001)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,BA-31,"438438,6145","4477254,554",-3.7259163856506348,40.44366455078125,"(40.443665, -3.7259164)"
39098,4900635440,8.253439953869089,40.3997182,-3.7739711,"(40.399718200000002, -3.7739710999999998)",LATINA,CAMPAMENTO,MU-16,"434313,6316","4472406,581",-3.774052381515503,40.39967727661133,"(40.399677, -3.7740524)"
37469,4900635441,5.843771916157571,40.3997476,-3.774108,"(40.399747599999998, -3.774108)",LATINA,CAMPAMENTO,MU-16,"434307,6317","4472408,581",-3.774123191833496,40.399696350097656,"(40.399696, -3.7741232)"
62723,4903992127,5.96666895224,40.4735194,-3.7027826,"(40.473519400000001, -3.7027825999999999)",FUENCARRAL-EL PARDO,PILAR,MU-16,"440423,6174","4480557,545",-3.7028214931488037,40.47356414794922,"(40.473564, -3.7028215)"
16008,4959088633,8.120133594068207,40.3687856,-3.6937054,"(40.368785600000002, -3.6937053999999998)",USERA,ORCASUR,MU-17,"441100,493","4468914,474",-3.693758487701416,40.36872482299805,"(40.368725, -3.6937585)"
2021,5006925643,9.97570998589358,40.4709817,-3.7028351,"(40.470981700000003, -3.7028351000000002)",TETUÁN,VALDEACEDERAS,MU-16,"440416,6059","4480261,454",-3.702876329421997,40.47089767456055,"(40.470898, -3.7028763)"
8894,5006925647,5.624673639177423,40.4700768,-3.7056448,"(40.470076800000001, -3.7056448)",TETUÁN,VALDEACEDERAS,MU-16,"440175,607","4480171,457",-3.7057106494903564,40.470069885253906,"(40.47007, -3.7057106)"
3710,5006925649,6.803016139942413,40.4703257,-3.7050386,"(40.470325699999997, -3.7050386)",TETUÁN,VALDEACEDERAS,MU-16,"440239,6067","4480199,456",-3.704958200454712,40.4703254699707,"(40.470325, -3.7049582)"
62103,5006925651,6.726421640795869,40.470036,-3.7063193,"(40.470036, -3.7063193000000001)",TETUÁN,VALDEACEDERAS,MU-16,"440130,6072","4480169,457",-3.7062411308288574,40.47004699707031,"(40.470047, -3.7062411)"
38875,5006925652,5.233689160111087,40.4712725,-3.7074499,"(40.471272499999998, -3.7074498999999999)",TETUÁN,VALDEACEDERAS,BA-42,"440034,3586","4480307,379",-3.7073895931243896,40.471282958984375,"(40.471283, -3.7073896)"
33140,5006925655,9.012241896531973,40.4706196,-3.707525,"(40.470619599999999, -3.707525)",TETUÁN,VALDEACEDERAS,MU-16,"440030,6082","4480230,459",-3.7074265480041504,40.47058868408203,"(40.470589, -3.7074265)"
17732,5006925655,9.319038914280416,40.4706196,-3.707525,"(40.470619599999999, -3.707525)",TETUÁN,VALDEACEDERAS,MU-16,"440013,6083","4480237,459",-3.707627773284912,40.47064971923828,"(40.47065, -3.7076278)"
51926,5006925658,5.412231536415822,40.4703114,-3.7079287,"(40.4703114, -3.7079287000000001)",TETUÁN,VALDEACEDERAS,MU-16,"439982,6083","4480201,459",-3.7079899311065674,40.4703254699707,"(40.470325, -3.7079899)"
33150,5006925669,7.2965481615954015,40.4714082,-3.7061289,"(40.471408199999999, -3.7061288999999999)",TETUÁN,VALDEACEDERAS,MU-16,"440148,6379","4480319,878",-3.706042766571045,40.471405029296875,"(40.471405, -3.7060428)"
57473,5006925671,5.1863158474347015,40.4715592,-3.7057829,"(40.471559200000002, -3.7057829)",TETUÁN,VALDEACEDERAS,,"440167,4569","4480332,831",-3.705821990966797,40.47152328491211,"(40.471523, -3.705822)"
16978,5006925671,5.1863158474347015,40.4715592,-3.7057829,"(40.471559200000002, -3.7057829)",TETUÁN,VALDEACEDERAS,,"440167,4569","4480332,831",-3.705821990966797,40.47152328491211,"(40.471523, -3.705822)"
20952,5006925672,7.682610600105705,40.4715337,-3.7059425,"(40.471533700000002, -3.7059424999999999)",TETUÁN,VALDEACEDERAS,MU-16,"440159,6179","4480341,708",-3.7059152126312256,40.47159957885742,"(40.4716, -3.7059152)"
