DISTRITO,BARRIO,MODELO,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,id_OSM,lat_OSM,lon_OSM,coord_OSM,name_OSM,score_OSM,coord
CHAMBERÍ,TRAFALGAR,MU-17,440520.5858,4475995.44,-3.7012502,40.4324737,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,17.74292878608057,"(40.432473700000003, -3.7012502)"
CHAMBERÍ,TRAFALGAR,MU-17,440560.5256,4475995.139,-3.7007792999999998,40.4324739,1596698111,40.4326506,-3.7012341,"(40.432650600000002, -3.7012341000000002)",,43.23018635971736,"(40.432473899999998, -3.7007792999999998)"
CHAMBERÍ,TRAFALGAR,MU-17,440537.6557,4475996.29,-3.701049,40.4324826,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,32.78885622500519,"(40.4324826, -3.7010489999999998)"
CHAMBERÍ,TRAFALGAR,MU-17,440533.5458,4475996.67,-3.7010975,40.4324857,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,28.769011594329363,"(40.432485700000001, -3.7010974999999999)"
CHAMBERÍ,TRAFALGAR,MU-17,440564.8355,4475998.109,-3.7007288000000003,40.432500899999994,1596698111,40.4326506,-3.7012341,"(40.432650600000002, -3.7012341000000002)",,45.9058528416,"(40.432500899999994, -3.7007288000000003)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
