id_OSM,lat_OSM,lon_OSM,coord
4635304584,40.4628193,-3.7027397,"(40.4628193, -3.7027397)"
4635304585,40.4631306,-3.7030671,"(40.4631306, -3.7030671000000002)"
4635304586,40.4631965,-3.7034511,"(40.463196500000002, -3.7034511000000001)"
4635304588,40.4634089,-3.7038467,"(40.463408899999997, -3.7038467000000002)"
4635305090,40.4635937,-3.7042219,"(40.463593699999997, -3.7042218999999998)"
4635305091,40.4637981,-3.7044324,"(40.463798099999998, -3.7044324)"
4635305092,40.4637541,-3.7046782,"(40.463754100000003, -3.7046782)"
4635305094,40.4638007,-3.7048302,"(40.4638007, -3.7048302)"
4635305097,40.4639189,-3.7048314,"(40.463918900000003, -3.7048314000000002)"
4635305098,40.463907,-3.7045745,"(40.463906999999999, -3.7045745000000001)"
4635305099,40.4638903,-3.7051301,"(40.463890300000003, -3.7051300999999999)"
4635305100,40.4639871,-3.7050855,"(40.463987099999997, -3.7050855)"
4635305101,40.4640381,-3.7052527,"(40.464038100000003, -3.7052527)"
4635305102,40.4640076,-3.7055501,"(40.464007600000002, -3.7055501)"
4635305104,40.4641956,-3.7057211,"(40.464195599999996, -3.7057210999999999)"
4635336620,40.463299,-3.7033086,"(40.463298999999999, -3.7033086000000002)"
4737191245,40.4663708,-3.714204,"(40.4663708, -3.7142040000000001)"
4891497957,40.4426307,-3.7240708,"(40.442630700000002, -3.7240707999999998)"
4891497963,40.4434552,-3.7228136,"(40.443455200000002, -3.7228135999999998)"
4891499256,40.4433202,-3.7260019,"(40.443320200000002, -3.7260019)"
4891499257,40.4433512,-3.7258068,"(40.443351200000002, -3.7258068)"
4891503436,40.444162,-3.7228073,"(40.444161999999999, -3.7228072999999999)"
4891503448,40.445086,-3.7230761,"(40.445086000000003, -3.7230761000000001)"
4891503449,40.4452088,-3.7229991,"(40.445208800000003, -3.7229991)"
4891506543,40.443353,-3.7259545,"(40.443353000000002, -3.7259544999999998)"
4891506546,40.4433753,-3.7255596,"(40.4433753, -3.7255596)"
4891506547,40.4434134,-3.725531,"(40.443413399999997, -3.7255310000000001)"
4891506551,40.442886,-3.7250343,"(40.442886000000001, -3.7250342999999999)"
4891506552,40.4425629,-3.7246133,"(40.442562899999999, -3.7246133000000001)"
4891515421,40.4426676,-3.723566,"(40.4426676, -3.7235659999999999)"
4891527233,40.4466503,-3.7246069,"(40.446650300000002, -3.7246068999999999)"
4891527234,40.4469183,-3.7246685,"(40.4469183, -3.7246684999999999)"
4891527235,40.4469943,-3.7245882,"(40.4469943, -3.7245881999999999)"
4891527237,40.4473756,-3.7247341,"(40.447375600000001, -3.7247341)"
4891527238,40.4478033,-3.7245355,"(40.447803299999997, -3.7245355)"
4891527343,40.4478728,-3.7248224,"(40.447872799999999, -3.7248223999999999)"
4891527344,40.44826,-3.7248157,"(40.448259999999998, -3.7248157000000002)"
4891527345,40.4483029,-3.7248937,"(40.448302900000002, -3.7248937)"
4891527538,40.4456244,-3.7233586,"(40.4456244, -3.7233586000000001)"
4891527539,40.4455269,-3.7242324,"(40.445526899999997, -3.7242324)"
4958679525,40.3503347,-3.7050937,"(40.350334699999998, -3.7050936999999999)"
4959088632,40.3686731,-3.693807,"(40.368673100000002, -3.6938070000000001)"
4985673602,40.4767141,-3.6186299,"(40.476714100000002, -3.6186299000000002)"
5035310703,40.4036053,-3.7082949,"(40.403605300000002, -3.7082948999999998)"
