id_OSM,LATITUD,LONGITUD,coord
node/3273102561,40.520956,-3.7803188,"(40.520955999999998, -3.7803187999999999)"
node/3273102562,40.5208472,-3.7802778,"(40.520847199999999, -3.7802777999999999)"
node/3332492462,40.5188814,-3.7770563,"(40.518881399999998, -3.7770562999999999)"
node/3332492470,40.5189677,-3.7769967,"(40.518967699999997, -3.7769967000000002)"
node/3332492471,40.5189773,-3.777085,"(40.518977300000003, -3.777085)"
node/3353540088,40.5079774,-3.7704989,"(40.507977400000001, -3.7704989000000002)"
node/3353540090,40.5141803,-3.7748428,"(40.5141803, -3.7748428000000001)"
node/3353540092,40.5145195,-3.7755704,"(40.514519499999999, -3.7755703999999999)"
node/3391731537,40.4244857,-3.6888933,"(40.424485699999998, -3.6888933000000002)"
node/3391731544,40.4245383,-3.6891023,"(40.424538300000002, -3.6891023000000001)"
node/3428424995,40.4102615,-3.6925125,"(40.410261499999997, -3.6925124999999999)"
node/3459875741,40.4705406,-3.7181228,"(40.4705406, -3.7181228000000002)"
node/3459875743,40.4706069,-3.7184157,"(40.4706069, -3.7184157)"
node/3489041957,40.4721087,-3.7001075,"(40.4721087, -3.7001075000000001)"
node/3556094298,40.3525113,-3.6966298,"(40.352511300000003, -3.6966298000000002)"
node/3556094317,40.3525577,-3.6966928,"(40.352557699999998, -3.6966928000000001)"
node/3590492300,40.4717562,-3.6990033,"(40.471756200000002, -3.6990033000000002)"
node/3590492369,40.472341,-3.6987643,"(40.472341, -3.6987643000000001)"
node/3613373068,40.4770239,-3.6861202,"(40.477023899999999, -3.6861202)"
node/3637128597,40.3511177,-3.695485,"(40.351117700000003, -3.6954850000000001)"
node/3637128622,40.3513896,-3.6942022,"(40.351389599999997, -3.6942021999999999)"
node/3637128964,40.3518692,-3.6951323,"(40.351869200000003, -3.6951323)"
node/3637128965,40.3518736,-3.694234,"(40.351873599999998, -3.6942339999999998)"
node/3637129009,40.3521253,-3.6951367,"(40.352125299999997, -3.6951366999999999)"
node/3637129042,40.3522438,-3.6951354,"(40.352243799999997, -3.6951353999999998)"
node/3637129200,40.3525165,-3.6951447,"(40.3525165, -3.6951447000000002)"
node/3645183691,40.4715415,-3.6896795,"(40.471541500000001, -3.6896795)"
node/3645184693,40.4715622,-3.6897296,"(40.471562200000001, -3.6897296000000002)"
node/3645184697,40.4716121,-3.6898242,"(40.471612100000002, -3.6898241999999999)"
node/3645184699,40.4716369,-3.6896844,"(40.4716369, -3.6896844)"
node/3645184700,40.4716543,-3.6897875,"(40.471654299999997, -3.6897875)"
node/3663324550,40.4447079,-3.7093471,"(40.444707899999997, -3.7093471)"
node/3663324551,40.4448788,-3.709082,"(40.444878799999998, -3.709082)"
node/3663324552,40.4450139,-3.7088666,"(40.445013899999999, -3.7088665999999999)"
node/3666910220,40.4096008,-3.7038744,"(40.4096008, -3.7038744000000001)"
node/3666910221,40.4096137,-3.7035898,"(40.409613700000001, -3.7035898)"
node/3666910223,40.4096299,-3.7035998,"(40.409629899999999, -3.7035998000000001)"
node/3666910224,40.4096373,-3.7038966,"(40.4096373, -3.7038966000000002)"
node/3666922926,40.40967,-3.7036243,"(40.409669999999998, -3.7036243)"
node/3666922927,40.409676,-3.7039202,"(40.409675999999997, -3.7039202000000002)"
node/3666922928,40.4096887,-3.7036357,"(40.409688699999997, -3.7036357)"
node/3666922930,40.4097059,-3.7036462,"(40.409705899999999, -3.7036462000000001)"
node/3666922931,40.4097148,-3.7039438,"(40.409714800000003, -3.7039437999999998)"
node/3666922932,40.4097316,-3.7039541,"(40.409731600000001, -3.7039540999999998)"
node/3666922934,40.409751,-3.7033963,"(40.409751, -3.7033963000000001)"
node/3666922935,40.4097573,-3.7033147,"(40.409757300000003, -3.7033147)"
node/3666922936,40.4097644,-3.703682,"(40.4097644, -3.7036820000000001)"
node/3666922937,40.4097723,-3.7034071,"(40.4097723, -3.7034071000000002)"
node/3666922938,40.4097748,-3.7033257,"(40.409774800000001, -3.7033257000000002)"
node/3666922939,40.4097813,-3.7036924,"(40.409781299999999, -3.7036924)"
node/3666922940,40.4097964,-3.7033394,"(40.409796399999998, -3.7033393999999999)"
node/3666922941,40.4098112,-3.7033487,"(40.4098112, -3.7033486999999998)"
node/3666922942,40.4098198,-3.7037159,"(40.409819800000001, -3.7037159000000002)"
node/3666922943,40.4098312,-3.7033613,"(40.409831199999999, -3.7033613000000001)"
node/3666922946,40.409908,-3.7034098,"(40.409908000000001, -3.7034098000000002)"
node/3666922947,40.4099256,-3.7034209,"(40.409925600000001, -3.7034208999999998)"
node/3786662088,40.4665541,-3.7185602,"(40.466554100000003, -3.7185602000000002)"
node/3786662103,40.466668,-3.7185369,"(40.466667999999999, -3.7185369000000001)"
node/3786662104,40.4666877,-3.718449,"(40.466687700000001, -3.7184490000000001)"
node/3786662106,40.466709,-3.7185746,"(40.466709000000002, -3.7185746000000002)"
node/3851551082,40.3983098,-3.7142218,"(40.3983098, -3.7142217999999998)"
node/3851551085,40.3983352,-3.7141374,"(40.398335199999998, -3.7141373999999998)"
node/3851551087,40.3983567,-3.7142514,"(40.398356700000001, -3.7142514000000002)"
node/3851551090,40.3984012,-3.7142003,"(40.398401200000002, -3.7142002999999999)"
node/3851954974,40.3983805,-3.715887,"(40.398380500000002, -3.7158869999999999)"
node/3851977764,40.3986945,-3.7156503,"(40.398694499999998, -3.7156503000000001)"
node/3851977768,40.3987517,-3.7156766,"(40.398751699999998, -3.7156766000000001)"
node/3851977789,40.3989096,-3.7156321,"(40.398909600000003, -3.7156321000000001)"
node/3851977794,40.3989659,-3.7155919,"(40.3989659, -3.7155919000000002)"
node/3851977795,40.3989777,-3.7156909,"(40.398977700000003, -3.7156908999999998)"
node/3851995761,40.3984129,-3.7158301,"(40.398412899999997, -3.7158300999999998)"
node/3851995763,40.3984615,-3.7158952,"(40.398461500000003, -3.7158951999999998)"
node/3867168978,40.3587179,-3.6998657,"(40.358717900000002, -3.6998657000000001)"
node/3867168995,40.3588695,-3.7004316,"(40.358869499999997, -3.7004315999999999)"
node/3867169004,40.3589244,-3.7001731,"(40.358924399999999, -3.7001731000000002)"
node/3867169006,40.3589287,-3.6999158,"(40.3589287, -3.6999157999999999)"
node/3867169015,40.3589509,-3.7008695,"(40.358950900000004, -3.7008695)"
node/3867169017,40.3589656,-3.7009307,"(40.358965599999998, -3.7009306999999998)"
node/3867169031,40.3590406,-3.7006477,"(40.3590406, -3.7006477000000002)"
node/3867169035,40.3590545,-3.7005521,"(40.359054499999999, -3.7005520999999999)"
node/3867169043,40.3590666,-3.7004463,"(40.359066599999998, -3.7004462999999999)"
node/3867169048,40.3590788,-3.6996369,"(40.359078799999999, -3.6996368999999998)"
node/3867170963,40.3591545,-3.7010434,"(40.359154500000002, -3.7010434000000001)"
node/3867170971,40.3591789,-3.7013584,"(40.359178900000003, -3.7013584000000002)"
node/3867170984,40.3592089,-3.699794,"(40.359208899999999, -3.6997939999999998)"
node/3867170986,40.3592109,-3.7010981,"(40.359210900000001, -3.7010980999999998)"
node/3867170993,40.3592522,-3.6996472,"(40.3592522, -3.6996471999999998)"
node/3867170998,40.3592649,-3.7011641,"(40.359264899999999, -3.7011641000000002)"
node/3867171003,40.3592908,-3.70153,"(40.359290799999997, -3.70153)"
node/3867171009,40.3593199,-3.6997587,"(40.359319900000003, -3.6997586999999998)"
node/3867171015,40.3593508,-3.7008309,"(40.359350800000001, -3.7008309000000001)"
node/3867171020,40.3593546,-3.7014978,"(40.359354600000003, -3.7014977999999998)"
node/3867171023,40.3593589,-3.7001708,"(40.359358899999997, -3.7001708)"
node/3867171029,40.3593728,-3.7006068,"(40.359372800000003, -3.7006068000000001)"
node/3867171031,40.3593828,-3.7017473,"(40.359382799999999, -3.7017473000000001)"
node/3867171040,40.359417,-3.7008035,"(40.359417000000001, -3.7008035000000001)"
node/3867171041,40.3594231,-3.6993228,"(40.359423100000001, -3.6993228)"
node/3867171051,40.3594868,-3.7012207,"(40.359486799999999, -3.7012206999999999)"
node/3867171257,40.3595116,-3.7017457,"(40.359511599999998, -3.7017457)"
node/3867171259,40.3595177,-3.6999568,"(40.359517699999998, -3.6999567999999998)"
node/3867171260,40.3595181,-3.701306,"(40.359518100000003, -3.7013060000000002)"
node/3867171262,40.3595202,-3.7004,"(40.359520199999999, -3.7004000000000001)"
node/3867171267,40.3596061,-3.6993865,"(40.359606100000001, -3.6993865000000001)"
node/3867171268,40.3596148,-3.6995857,"(40.359614800000003, -3.6995857000000001)"
node/3867171269,40.3596152,-3.7016896,"(40.3596152, -3.7016895999999999)"
node/3867171272,40.3596282,-3.7014813,"(40.359628200000003, -3.7014813000000002)"
node/3867171274,40.359633,-3.7000399,"(40.359633000000002, -3.7000399000000002)"
node/3867171275,40.3596365,-3.700156,"(40.359636500000001, -3.7001559999999998)"
node/3867171277,40.3596453,-3.7008523,"(40.359645299999997, -3.7008523000000002)"
node/3867171280,40.3596662,-3.7015992,"(40.359666199999999, -3.7015992)"
node/3867171282,40.3596932,-3.7003227,"(40.359693200000002, -3.7003227000000001)"
node/3867171283,40.3596963,-3.6993899,"(40.359696300000003, -3.6993898999999999)"
node/3867171284,40.3597019,-3.7014119,"(40.359701899999997, -3.7014119000000001)"
node/3867171286,40.3597219,-3.7011182,"(40.359721899999997, -3.7011181999999998)"
node/3867171289,40.3597496,-3.7012924,"(40.359749600000001, -3.7012923999999998)"
node/3867171302,40.3598073,-3.7016234,"(40.3598073, -3.7016233999999999)"
node/3867171304,40.3598134,-3.700767,"(40.3598134, -3.7007669999999999)"
node/3867171307,40.3598221,-3.6995322,"(40.359822100000002, -3.6995322000000002)"
node/3867171316,40.3598794,-3.6995356,"(40.359879399999997, -3.6995355999999999)"
node/3867171325,40.3599548,-3.6994491,"(40.359954799999997, -3.6994490999999998)"
node/3867171334,40.3600268,-3.6996198,"(40.3600268, -3.6996197999999998)"
node/3867171339,40.3600867,-3.6995368,"(40.360086699999997, -3.6995368000000002)"
node/3867171340,40.360104,-3.6994389,"(40.360104, -3.6994389000000001)"
node/3867171348,40.3601508,-3.6991361,"(40.3601508, -3.6991361)"
node/3867171352,40.3601829,-3.6998885,"(40.360182899999998, -3.6998885000000001)"
node/3867171356,40.360209,-3.7005612,"(40.360208999999998, -3.7005612000000001)"
node/3867171358,40.3602385,-3.7006637,"(40.360238500000001, -3.7006636999999998)"
node/3867171372,40.360333,-3.7001344,"(40.360332999999997, -3.7001344)"
node/3867171402,40.3605117,-3.7004087,"(40.360511700000004, -3.7004087000000001)"
node/3889050349,40.35959,-3.7005729,"(40.359589999999997, -3.7005729000000001)"
node/3889050351,40.3596236,-3.7006585,"(40.359623599999999, -3.7006584999999999)"
node/3889050354,40.3596532,-3.7005418,"(40.359653199999997, -3.7005417999999999)"
node/3889050356,40.3596799,-3.7006313,"(40.359679900000003, -3.7006313)"
node/3889050659,40.3597164,-3.700512,"(40.359716400000003, -3.7005119999999998)"
node/3889050661,40.3597362,-3.700604,"(40.3597362, -3.7006039999999998)"
node/3889050676,40.359916,-3.7010098,"(40.359915999999998, -3.7010098)"
node/3889050686,40.3600819,-3.7014427,"(40.360081899999997, -3.7014426999999999)"
node/3889050687,40.3600928,-3.7012431,"(40.360092799999997, -3.7012431000000001)"
node/3889050697,40.3602261,-3.7013585,"(40.360226099999998, -3.7013585)"
node/3889050709,40.3604069,-3.7010059,"(40.360406900000001, -3.7010059000000002)"
node/3889050720,40.3605363,-3.7011575,"(40.3605363, -3.7011574999999999)"
node/3889050724,40.3605876,-3.7008801,"(40.360587600000002, -3.7008801)"
node/3889050727,40.3606439,-3.7010837,"(40.360643899999999, -3.7010836999999999)"
node/3891884036,40.3572679,-3.7011742,"(40.357267899999997, -3.7011742000000001)"
node/3891888546,40.3586219,-3.7006763,"(40.358621900000003, -3.7006763)"
node/3891888550,40.3586648,-3.7008266,"(40.3586648, -3.7008266000000001)"
node/3891888553,40.3586925,-3.7006454,"(40.358692499999997, -3.7006454)"
node/3891888557,40.358716,-3.7005226,"(40.358716000000001, -3.7005226000000002)"
node/3891888559,40.3587323,-3.7007957,"(40.3587323, -3.7007957)"
node/3893456801,40.3579011,-3.7025572,"(40.357901099999999, -3.7025572000000002)"
node/3893456812,40.3581527,-3.7024442,"(40.358152699999998, -3.7024442)"
node/3893456833,40.3585623,-3.6999239,"(40.358562300000003, -3.6999238999999999)"
node/3893456851,40.3587224,-3.7021905,"(40.358722399999998, -3.7021904999999999)"
node/3893460369,40.3588574,-3.7021312,"(40.358857399999998, -3.7021312000000002)"
