id,id_OSM,distance,lat_OSM,lon_OSM,coord_OSM,DISTRITO,BARRIO,DIRECCION,MODELO,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,coord
70486,3136517517,28.544992587027018,40.3491933,-3.711472,"(40.349193300000003, -3.7114720000000001)",VILLAVERDE,SAN ANDRÉS,"CALLE DEL VADO DE SANTIAGO,2",50_LTS_EX,"439554,6154","4466743,72",-3.7117598056793213,40.34906005859375,"(40.34906, -3.7117598)"
55162,3136517517,8.89778320377851,40.3491933,-3.711472,"(40.349193300000003, -3.7114720000000001)",VILLAVERDE,SAN ANDRÉS,"CALLE DEL ARROYO BUENO,53",40_LTS,"439584,4015","4466751,251",-3.7114100456237793,40.34912872314453,"(40.349129, -3.71141)"
47299,3136517517,37.70881175699629,40.3491933,-3.711472,"(40.349193300000003, -3.7114720000000001)",VILLAVERDE,SAN ANDRÉS,"CALLE DE POTES,1",50_LTS_EX,"439566,0573","4466793,581",-3.71163010597229,40.349510192871094,"(40.34951, -3.7116301)"
31223,3273214343,47.088915666592015,40.4703879,-3.711888,"(40.470387899999999, -3.7118880000000001)",TETUÁN,VALDEACEDERAS,,MU-14B,"439691,6101","4480185,462",-3.711421012878418,40.470157623291016,"(40.470158, -3.711421)"
59033,3273214343,39.76365668546734,40.4703879,-3.711888,"(40.470387899999999, -3.7118880000000001)",TETUÁN,VALDEACEDERAS,"CALLE DE SINESIO DELGADO,64",50_LTS_EX,"439691,9235","4480214,385",-3.7114200592041016,40.470420837402344,"(40.470421, -3.7114201)"
56851,3273214343,9.656467258362722,40.4703879,-3.711888,"(40.470387899999999, -3.7118880000000001)",TETUÁN,VALDEACEDERAS,"CALLE DE SINESIO DELGADO,64",50_LTS,"439658,8892","4480217,982",-3.7118101119995117,40.47045135498047,"(40.470451, -3.7118101)"
6721,3283864534,9.7156001693786,40.4099289,-3.7033851,"(40.409928899999997, -3.7033851000000002)",CENTRO,EMBAJADORES,"CALLE DE AMPARO,35",80_LTS,"440312,332","4473487,932",-3.70346999168396,40.40987014770508,"(40.40987, -3.70347)"
19273,3283864534,28.424960779306847,40.4099289,-3.7033851,"(40.409928899999997, -3.7033851000000002)",CENTRO,EMBAJADORES,"CALLE DE AMPARO,37",40_LTS,"440331,6969","4473468,907",-3.703239917755127,40.409698486328125,"(40.409698, -3.7032399)"
966,3285505466,9.235792126672347,40.4052779,-3.7032136,"(40.405277900000002, -3.7032136000000002)",CENTRO,EMBAJADORES,"GLORIETA DE EMBAJADORES,10",50_LTS,"440321,8182","4472973,897",-3.703310012817383,40.40523910522461,"(40.405239, -3.70331)"
79053,3285505466,47.73437281965452,40.4052779,-3.7032136,"(40.405277900000002, -3.7032136000000002)",ARGANZUELA,ACACIAS,"RONDA DE TOLEDO,40",50_LTS,"440289,4057","4472953,064",-3.7036898136138916,40.40504837036133,"(40.405048, -3.7036898)"
50542,3285505466,41.66174782702205,40.4052779,-3.7032136,"(40.405277900000002, -3.7032136000000002)",ARGANZUELA,ACACIAS,"PASEO DE LAS ACACIAS,1",50_LTS,"440302,9294","4472946,296",-3.7035300731658936,40.404991149902344,"(40.404991, -3.7035301)"
83634,3285505466,43.762710383237255,40.4052779,-3.7032136,"(40.405277900000002, -3.7032136000000002)",CENTRO,EMBAJADORES,"RONDA DE TOLEDO,40",50_LTS,"440286,2237","4472979,731",-3.7037301063537598,40.40528869628906,"(40.405289, -3.7037301)"
51972,3285505466,6.930551237603373,40.4052779,-3.7032136,"(40.405277900000002, -3.7032136000000002)",CENTRO,EMBAJADORES,"GLORIETA DE EMBAJADORES,10",80_LTS,"440333,7772","4472983,792",-3.70317006111145,40.405330657958984,"(40.405331, -3.7031701)"
21502,3285505468,22.92676306489291,40.4098655,-3.7035863,"(40.409865500000002, -3.7035863)",CENTRO,EMBAJADORES,"CALLE DE AMPARO,26",80_LTS,"440304,5101","4473464,683",-3.7035601139068604,40.40966033935547,"(40.40966, -3.7035601)"
13527,3285505468,42.085178755301655,40.4098655,-3.7035863,"(40.409865500000002, -3.7035863)",CENTRO,EMBAJADORES,"CALLE DEL MESON DE PAREDES,37",80_LTS,"440278,9583","4473452,676",-3.70386004447937,40.409549713134766,"(40.40955, -3.70386)"
47200,3285505468,6.218330269320814,40.4098655,-3.7035863,"(40.409865500000002, -3.7035863)",CENTRO,EMBAJADORES,"CALLE DE AMPARO,26",80_LTS,"440298,7121","4473482,49",-3.703629970550537,40.409820556640625,"(40.409821, -3.70363)"
63903,3285505468,31.328184155209424,40.4098655,-3.7035863,"(40.409865500000002, -3.7035863)",CENTRO,EMBAJADORES,"CALLE DEL MESON DE PAREDES,37",50_LTS_EX,"440274,875","4473472,69",-3.7039098739624023,40.40972900390625,"(40.409729, -3.7039099)"
83685,3285505470,42.10816795225604,40.4100122,-3.7033611,"(40.410012199999997, -3.7033611)",CENTRO,EMBAJADORES,"CALLE DE AMPARO,18",40_LTS,"440295,7512","4473536,907",-3.703670024871826,40.410308837890625,"(40.410309, -3.70367)"
36397,3285505476,27.11913325941663,40.4055209,-3.70294,"(40.405520899999999, -3.7029399999999999)",CENTRO,EMBAJADORES,"CALLE DE EMBAJADORES,70",40_LTS,"440357,9158","4473031,333",-3.702889919281006,40.40576171875,"(40.405762, -3.7028899)"
49649,3285505476,7.738610642297471,40.4055209,-3.70294,"(40.405520899999999, -3.7029399999999999)",CENTRO,EMBAJADORES,"GLORIETA DE EMBAJADORES,10",50_LTS_EX,"440352,6746","4473012,504",-3.7029500007629395,40.40559005737305,"(40.40559, -3.70295)"
88080,3285505476,39.596397955786856,40.4055209,-3.70294,"(40.405520899999999, -3.7029399999999999)",CENTRO,EMBAJADORES,"CALLE DE EMBAJADORES,70",40_LTS,"440338,479","4473041,478",-3.703119993209839,40.40584945678711,"(40.405849, -3.70312)"
84738,3285505476,33.95496000214312,40.4055209,-3.70294,"(40.405520899999999, -3.7029399999999999)",CENTRO,EMBAJADORES,"GLORIETA DE EMBAJADORES,1",80_LTS,"440387,4204","4473006,677",-3.7025399208068848,40.405540466308594,"(40.40554, -3.7025399)"
45960,3428476974,49.08667131135216,40.4335222,-3.6983096,"(40.433522199999999, -3.6983096)",CHAMBERÍ,ALMAGRO,"CALLE DE SANTA ENGRACIA,48",50_LTS,"440800,0492","4476149,334",-3.697969913482666,40.43387985229492,"(40.43388, -3.6979699)"
982,3428476974,37.419558803795375,40.4335222,-3.6983096,"(40.433522199999999, -3.6983096)",CHAMBERÍ,ALMAGRO,"CALLE DE SANTA ENGRACIA,48",50_LTS,"440792,3454","4476140,515",-3.6980597972869873,40.433799743652344,"(40.4338, -3.6980598)"
81414,3428476974,30.231099631424488,40.4335222,-3.6983096,"(40.433522199999999, -3.6983096)",CHAMBERÍ,TRAFALGAR,"CALLE DE SANTA ENGRACIA,59",50_LTS,"440761,7934","4476138,536",-3.6984200477600098,40.433780670166016,"(40.433781, -3.69842)"
63712,3428476974,45.956757522857735,40.4335222,-3.6983096,"(40.433522199999999, -3.6983096)",CHAMBERÍ,ALMAGRO,"CALLE DE SANTA ENGRACIA,48",50_LTS,"440812,6141","4476129,254",-3.697819948196411,40.43370056152344,"(40.433701, -3.6978199)"
46118,3428476974,32.58169574016848,40.4335222,-3.6983096,"(40.433522199999999, -3.6983096)",CHAMBERÍ,ALMAGRO,"CALLE DE SANTA ENGRACIA,46",50_LTS_EX,"440803,1701","4476114,898",-3.697930097579956,40.433570861816406,"(40.433571, -3.6979301)"
54304,3428476974,35.8120885547696,40.4335222,-3.6983096,"(40.433522199999999, -3.6983096)",CHAMBERÍ,TRAFALGAR,"CALLE DE SANTA FELICIANA,17",50_LTS,"440736,8801","4476098,771",-3.6987099647521973,40.43341827392578,"(40.433418, -3.69871)"
56645,3428476974,33.36708710147181,40.4335222,-3.6983096,"(40.433522199999999, -3.6983096)",CHAMBERÍ,ALMAGRO,"CALLE DE SANTA ENGRACIA,46",50_LTS,"440801,3246","4476096,041",-3.6979501247406006,40.43339920043945,"(40.433399, -3.6979501)"
53136,3428476974,17.52809560053393,40.4335222,-3.6983096,"(40.433522199999999, -3.6983096)",CHAMBERÍ,TRAFALGAR,"CALLE DE SANTA ENGRACIA,53",50_LTS,"440778,4061","4476094,002",-3.6982200145721436,40.433380126953125,"(40.43338, -3.69822)"
71469,3428476974,26.768415385423303,40.4335222,-3.6983096,"(40.433522199999999, -3.6983096)",CHAMBERÍ,TRAFALGAR,"CALLE DE SANTA FELICIANA,18",50_LTS,"440752,086","4476090,88",-3.6985299587249756,40.433349609375,"(40.43335, -3.69853)"
83810,3428590044,39.848650853320265,40.4099229,-3.7036194,"(40.409922899999998, -3.7036194)",CENTRO,EMBAJADORES,"CALLE DEL MESON DE PAREDES,35",40_LTS,"440263,0404","4473478,334",-3.704050064086914,40.4097785949707,"(40.409779, -3.7040501)"
16994,3428590044,23.343881117307333,40.4099229,-3.7036194,"(40.409922899999998, -3.7036194)",CENTRO,EMBAJADORES,"CALLE DEL MESON DE PAREDES,37",80_LTS,"440279,197","4473482,646",-3.70386004447937,40.409820556640625,"(40.409821, -3.70386)"
50831,3428590044,6.130081294684972,40.4099229,-3.7036194,"(40.409922899999998, -3.7036194)",CENTRO,EMBAJADORES,"CALLE DE AMPARO,24",50_LTS_EX,"440305,606","4473495,756",-3.703550100326538,40.40993881225586,"(40.409939, -3.7035501)"
40774,3621303479,48.690965554925164,40.3457465,-3.7025001,"(40.345746499999997, -3.7025001)",VILLAVERDE,SAN ANDRÉS,,MU-11A,"440349,4665","4466322,472",-3.702361583709717,40.34532165527344,"(40.345322, -3.7023616)"
55735,3621303479,44.50615765945699,40.3457465,-3.7025001,"(40.345746499999997, -3.7025001)",VILLAVERDE,SAN ANDRÉS,"CALLE DE TAIVILLA,4",50_LTS,"440297,4753","4466388,115",-3.702979803085327,40.345909118652344,"(40.345909, -3.7029798)"
57209,3621303479,35.35728844918324,40.3457465,-3.7025001,"(40.345746499999997, -3.7025001)",VILLAVERDE,SAN ANDRÉS,,MU-11A,"440325,4675","4466402,473",-3.7026517391204834,40.34604263305664,"(40.346043, -3.7026517)"
4666,3621303479,46.646111269092174,40.3457465,-3.7025001,"(40.345746499999997, -3.7025001)",VILLAVERDE,SAN ANDRÉS,"CALLE DE TAIVILLA,2",50_LTS,"440301,8099","4466399,181",-3.702929973602295,40.34600830078125,"(40.346008, -3.70293)"
64334,3621303479,41.649228482791365,40.3457465,-3.7025001,"(40.345746499999997, -3.7025001)",VILLAVERDE,SAN ANDRÉS,,MU-11A,"440332,4666","4466328,473",-3.7025623321533203,40.345375061035156,"(40.345375, -3.7025623)"
47839,3621303479,24.94262125238568,40.3457465,-3.7025001,"(40.345746499999997, -3.7025001)",VILLAVERDE,SAN ANDRÉS,,MU-11A,"440336,4674","4466394,473",-3.702521562576294,40.345970153808594,"(40.34597, -3.7025216)"
81979,3621303479,14.375426428949643,40.3457465,-3.7025001,"(40.345746499999997, -3.7025001)",VILLAVERDE,SAN ANDRÉS,,MU-11A,"440340,467","4466355,472",-3.7024707794189453,40.345619201660156,"(40.345619, -3.7024708)"
58959,3621303479,23.08513004298099,40.3457465,-3.7025001,"(40.345746499999997, -3.7025001)",VILLAVERDE,SAN ANDRÉS,"CALLE DE SAN JENARO,26",50_LTS,"440356,0495","4466384,32",-3.7022900581359863,40.34587860107422,"(40.345879, -3.7022901)"
27178,3621303479,36.73598123457497,40.3457465,-3.7025001,"(40.345746499999997, -3.7025001)",VILLAVERDE,SAN ANDRÉS,"CALLE DE SAN JENARO,26",50_LTS,"440371,3454","4466385,309",-3.7021098136901855,40.345890045166016,"(40.34589, -3.7021098)"
15242,3621303479,15.196083898037287,40.3457465,-3.7025001,"(40.345746499999997, -3.7025001)",VILLAVERDE,SAN ANDRÉS,,MU-11A,"440344,4672","4466383,473",-3.7024261951446533,40.34587097167969,"(40.345871, -3.7024262)"
9076,3621303479,19.436065102842345,40.3457465,-3.7025001,"(40.345746499999997, -3.7025001)",VILLAVERDE,SAN ANDRÉS,"CALLE CHIQUITA,4",50_LTS_EX,"440322,7159","4466357,943",-3.7026801109313965,40.345638275146484,"(40.345638, -3.7026801)"
37947,3786662084,16.29115893692452,40.4665284,-3.71855,"(40.466528400000001, -3.71855)",MONCLOA-ARAVACA,VALDEZARZA,,MU-11A,"439083,6222","4479803,557",-3.7185556888580322,40.4666748046875,"(40.466675, -3.7185557)"
11765,3786662084,16.722727365318445,40.4665284,-3.71855,"(40.466528400000001, -3.71855)",MONCLOA-ARAVACA,VALDEZARZA,,MU-11A,"439071,6222","4479798,557",-3.7186968326568604,40.46662902832031,"(40.466629, -3.7186968)"
34578,3786662084,5.366102922757871,40.4665284,-3.71855,"(40.466528400000001, -3.71855)",MONCLOA-ARAVACA,VALDEZARZA,,MU-11A,"439078,6222","4479787,557",-3.718613386154175,40.466529846191406,"(40.46653, -3.7186134)"
7662,3786662084,49.60286432139779,40.4665284,-3.71855,"(40.466528400000001, -3.71855)",MONCLOA-ARAVACA,VALDEZARZA,"CALLE DE ANTONIO MACHADO,12",50_LTS,"439111,6258","4479746,191",-3.7182199954986572,40.46615982055664,"(40.46616, -3.71822)"
29751,3786662096,34.24369044392717,40.4666271,-3.7183189,"(40.466627099999997, -3.7183188999999999)",MONCLOA-ARAVACA,VALDEZARZA,"C · CALLE SINESIO DELGADO , ASCENDIENTE 1: 094 ·",,"439123,488","4479770,317",-3.7180824279785156,40.46637725830078,"(40.466377, -3.7180824)"
89351,3786662096,34.24369044392717,40.4666271,-3.7183189,"(40.466627099999997, -3.7183188999999999)",MONCLOA-ARAVACA,VALDEZARZA,"C · CALLE SINESIO DELGADO , ASCENDIENTE 1: 094 ·",,"439123,488","4479770,317",-3.7180824279785156,40.46637725830078,"(40.466377, -3.7180824)"
69535,3786662096,34.24369044392717,40.4666271,-3.7183189,"(40.466627099999997, -3.7183188999999999)",MONCLOA-ARAVACA,VALDEZARZA,"C · CALLE SINESIO DELGADO , ASCENDIENTE 1: 094 ·",,"439123,488","4479770,317",-3.7180824279785156,40.46637725830078,"(40.466377, -3.7180824)"
5838,3786662096,34.24369044392717,40.4666271,-3.7183189,"(40.466627099999997, -3.7183188999999999)",MONCLOA-ARAVACA,VALDEZARZA,"C · CALLE SINESIO DELGADO , ASCENDIENTE 1: 094 ·",,"439123,488","4479770,317",-3.7180824279785156,40.46637725830078,"(40.466377, -3.7180824)"
33183,3786662096,34.24369044392717,40.4666271,-3.7183189,"(40.466627099999997, -3.7183188999999999)",MONCLOA-ARAVACA,VALDEZARZA,"C · CALLE SINESIO DELGADO , ASCENDIENTE 1: 094 ·",,"439123,488","4479770,317",-3.7180824279785156,40.46637725830078,"(40.466377, -3.7180824)"
41607,3786662096,34.24369044392717,40.4666271,-3.7183189,"(40.466627099999997, -3.7183188999999999)",MONCLOA-ARAVACA,VALDEZARZA,"C · CALLE SINESIO DELGADO , ASCENDIENTE 1: 094 ·",,"439123,488","4479770,317",-3.7180824279785156,40.46637725830078,"(40.466377, -3.7180824)"
6985,3786662096,34.24369044392717,40.4666271,-3.7183189,"(40.466627099999997, -3.7183188999999999)",MONCLOA-ARAVACA,VALDEZARZA,"C · CALLE SINESIO DELGADO , ASCENDIENTE 1: 094 ·",,"439123,488","4479770,317",-3.7180824279785156,40.46637725830078,"(40.466377, -3.7180824)"
69536,3786662096,34.24369044392717,40.4666271,-3.7183189,"(40.466627099999997, -3.7183188999999999)",MONCLOA-ARAVACA,VALDEZARZA,"C · CALLE SINESIO DELGADO , ASCENDIENTE 1: 094 ·",,"439123,488","4479770,317",-3.7180824279785156,40.46637725830078,"(40.466377, -3.7180824)"
13346,3786662100,30.415579698678155,40.4666537,-3.7182889,"(40.466653700000002, -3.7182889000000001)",MONCLOA-ARAVACA,VALDEZARZA,"CALLE DE VALDERREY,49",50_LTS,"439087,6818","4479825,201",-3.7185099124908447,40.46686935424805,"(40.466869, -3.7185099)"
77925,3908009018,38.11627695545638,40.4035759,-3.7082863,"(40.4035759, -3.7082863000000001)",ARGANZUELA,ACACIAS,"PASEO DE LAS ACACIAS,24",50_LTS,"439935,1765","4472801,593",-3.7078499794006348,40.40365982055664,"(40.40366, -3.70785)"
79345,3908009018,30.534688258503767,40.4035759,-3.7082863,"(40.4035759, -3.7082863000000001)",ARGANZUELA,ACACIAS,"PASEO DE LAS ACACIAS,31",50_LTS_EX,"439890,74","4472763,097",-3.7083699703216553,40.4033088684082,"(40.403309, -3.70837)"
5348,3908009018,24.97261573142807,40.4035759,-3.7082863,"(40.4035759, -3.7082863000000001)",ARGANZUELA,ACACIAS,"CALLE DE SAN ISIDORO DE SEVILLA,23",50_LTS,"439876,4479","4472779,862",-3.7085399627685547,40.40346145629883,"(40.403461, -3.70854)"
49377,3908009018,34.5353479917126,40.4035759,-3.7082863,"(40.4035759, -3.7082863000000001)",ARGANZUELA,ACACIAS,"PASEO DE LAS ACACIAS,29",50_LTS,"439927,3172","4472773,905",-3.707940101623535,40.403411865234375,"(40.403412, -3.7079401)"
78504,3908009018,28.032573115154804,40.4035759,-3.7082863,"(40.4035759, -3.7082863000000001)",ARGANZUELA,ACACIAS,,MU-11A,"439896,5905","4472764,529",-3.708301305770874,40.403324127197266,"(40.403324, -3.7083013)"
15043,3908009018,49.302472461767024,40.4035759,-3.7082863,"(40.4035759, -3.7082863000000001)",ARGANZUELA,ACACIAS,,MU-11A,"439880,5905","4472746,53",-3.7084879875183105,40.403160095214844,"(40.40316, -3.708488)"
58397,3960252701,24.328110642305266,40.4726023,-3.699358,"(40.472602299999998, -3.6993580000000001)",TETUÁN,ALMENARA,,MU-11A,"440711,6051","4480472,452",-3.699416399002075,40.472816467285156,"(40.472816, -3.6994164)"
87496,3960252701,12.730523028173723,40.4726023,-3.699358,"(40.472602299999998, -3.6993580000000001)",TETUÁN,ALMENARA,,MU-11A,"440706,605","4480456,452",-3.6994738578796387,40.47267532348633,"(40.472675, -3.6994739)"
56110,3960252701,49.841449684479,40.4726023,-3.699358,"(40.472602299999998, -3.6993580000000001)",TETUÁN,ALMENARA,,MU-11B,"440754,6045","4480416,451",-3.698904037475586,40.47231674194336,"(40.472317, -3.698904)"
24736,3960252701,23.58580834558994,40.4726023,-3.699358,"(40.472602299999998, -3.6993580000000001)",TETUÁN,ALMENARA,"AVENIDA DE ASTURIAS,70",50_LTS,"440693,3484","4480453,928",-3.69963002204895,40.47264862060547,"(40.472649, -3.69963)"
90232,3960252701,45.380074255532335,40.4726023,-3.699358,"(40.472602299999998, -3.6993580000000001)",TETUÁN,ALMENARA,"CALLE DE LA VIA LIMITE,16",50_LTS_EX,"440749,006","4480416,855",-3.698970079421997,40.472320556640625,"(40.472321, -3.6989701)"
83387,3960256016,18.271683691703558,40.4823495,-3.7029088,"(40.482349499999998, -3.7029087999999999)",FUENCARRAL-EL PARDO,LA PAZ,"CALLE DE PEDRO RICO,47",50_LTS,"440440,0549","4481541,596",-3.7027201652526855,40.48242950439453,"(40.48243, -3.7027202)"
3668,3960256016,30.29783660879462,40.4823495,-3.7029088,"(40.482349499999998, -3.7029087999999999)",FUENCARRAL-EL PARDO,LA PAZ,,MU-11A,"440420,6223","4481502,549",-3.7029457092285156,40.482078552246094,"(40.482079, -3.7029457)"
81290,3960256016,39.658198745935934,40.4823495,-3.7029088,"(40.482349499999998, -3.7029087999999999)",FUENCARRAL-EL PARDO,LA PAZ,"CALLE DE PEDRO RICO,47",50_LTS,"440463,7161","4481532,527",-3.702440023422241,40.48234939575195,"(40.482349, -3.70244)"
49576,3960256016,24.14020808614537,40.4823495,-3.7029088,"(40.482349499999998, -3.7029087999999999)",FUENCARRAL-EL PARDO,LA PAZ,"CALLE DE PEDRO RICO,47",120_LTS,"440443,2595","4481518,259",-3.7026801109313965,40.48221969604492,"(40.48222, -3.7026801)"
79134,3960256016,36.435407041987844,40.4823495,-3.7029088,"(40.482349499999998, -3.7029087999999999)",FUENCARRAL-EL PARDO,LA PAZ,"CALLE DE PEDRO RICO,52",50_LTS,"440399,9272","4481505,283",-3.7031900882720947,40.48210144042969,"(40.482101, -3.7031901)"
39371,3960256016,7.801441533869936,40.4823495,-3.7029088,"(40.482349499999998, -3.7029087999999999)",FUENCARRAL-EL PARDO,LA PAZ,,MU-11A,"440416,6225","4481535,549",-3.702996015548706,40.48237228393555,"(40.482372, -3.702996)"
54459,3961357669,42.881474407585706,40.47283,-3.6999824,"(40.472830000000002, -3.6999824000000001)",TETUÁN,ALMENARA,"PASEO DE LA DIRECCION,380",50_LTS_EX,"440655,8738","4480432,024",-3.7000699043273926,40.472450256347656,"(40.47245, -3.7000699)"
52955,3961357669,22.673423800928425,40.47283,-3.6999824,"(40.472830000000002, -3.6999824000000001)",TETUÁN,ALMENARA,"AVENIDA DE ASTURIAS,70",50_LTS,"440673,8515","4480454,083",-3.699860095977783,40.47264862060547,"(40.472649, -3.6998601)"
77592,3961357669,5.705181652006378,40.47283,-3.6999824,"(40.472830000000002, -3.6999824000000001)",TETUÁN,ALMENARA,,MU-11A,"440658,6054","4480471,453",-3.7000412940979004,40.47280502319336,"(40.472805, -3.7000413)"
34650,3961357669,9.59934605301911,40.47283,-3.6999824,"(40.472830000000002, -3.6999824000000001)",TETUÁN,ALMENARA,,MU-11A,"440668,6054","4480482,453",-3.6999244689941406,40.472904205322266,"(40.472904, -3.6999245)"
11842,3961357669,20.638098894754826,40.47283,-3.6999824,"(40.472830000000002, -3.6999824000000001)",TETUÁN,ALMENARA,,MU-11A,"440665,6055","4480494,453",-3.699960947036743,40.47301483154297,"(40.473015, -3.6999609)"
50223,3961357669,23.64619616990898,40.47283,-3.6999824,"(40.472830000000002, -3.6999824000000001)",TETUÁN,ALMENARA,,MU-14A,"440678,6054","4480492,452",-3.6998074054718018,40.47299575805664,"(40.472996, -3.6998074)"
13787,3961357669,38.99976471304147,40.47283,-3.6999824,"(40.472830000000002, -3.6999824000000001)",TETUÁN,ALMENARA,"Av · AVENIDA ASTURIAS , ASCENDIENTE 1: 064 · ALME",,"440682,8045","4480508,155",-3.6997594833374023,40.47313690185547,"(40.473137, -3.6997595)"
17550,3961357669,33.31825213451486,40.47283,-3.6999824,"(40.472830000000002, -3.6999824000000001)",TETUÁN,ALMENARA,,MU-11A,"440681,6454","4480502,042",-3.699772596359253,40.47308349609375,"(40.473083, -3.6997726)"
60680,3961357675,17.724979265813914,40.4729486,-3.7001957,"(40.472948600000002, -3.7001957000000001)",TETUÁN,ALMENARA,,MU-11A,"440656,9956","4480500,883",-3.7000632286071777,40.47307205200195,"(40.473072, -3.7000632)"
53728,3961357675,11.987151330208476,40.4729486,-3.7001957,"(40.472948600000002, -3.7001957000000001)",TETUÁN,ALMENARA,,MU-11A,"440657,6055","4480486,453",-3.70005464553833,40.472938537597656,"(40.472939, -3.7000546)"
33792,3961357675,36.819480858781006,40.4729486,-3.7001957,"(40.472948600000002, -3.7001957000000001)",TETUÁN,ALMENARA,"CALLE DE SINESIO DELGADO,15",50_LTS,"440615,7923","4480508,937",-3.700550079345703,40.473140716552734,"(40.473141, -3.7005501)"
719,3961357675,38.78168616755663,40.4729486,-3.7001957,"(40.472948600000002, -3.7001957000000001)",TETUÁN,ALMENARA,"PASEO DE LA DIRECCION,335",50_LTS,"440612,0756","4480467,894",-3.700589895248413,40.47277069091797,"(40.472771, -3.7005899)"
65488,3961357675,41.77070585021641,40.4729486,-3.7001957,"(40.472948600000002, -3.7001957000000001)",TETUÁN,ALMENARA,,MU-14A,"440618,6056","4480455,453",-3.7005116939544678,40.472660064697266,"(40.47266, -3.7005117)"
84220,3961357675,31.983395173827304,40.4729486,-3.7001957,"(40.472948600000002, -3.7001957000000001)",TETUÁN,ALMENARA,,MU-14A,"440646,6058","4480519,453",-3.7001874446868896,40.473236083984375,"(40.473236, -3.7001874)"
1580,3961357675,15.429719642747258,40.4729486,-3.7001957,"(40.472948600000002, -3.7001957000000001)",TETUÁN,ALMENARA,,MU-14A,"440639,6057","4480501,453",-3.700268268585205,40.47307586669922,"(40.473076, -3.7002683)"
36166,4123920556,26.50256627024796,40.4498813,-3.7272181,"(40.449881300000001, -3.7272181)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,"AVENIDA COMPLUTENSE,14",50_LTS,"438313,2558","4477928,867",-3.7274599075317383,40.449729919433594,"(40.44973, -3.7274599)"
4958,4123920558,44.45754844891113,40.4499777,-3.7270879,"(40.449977699999998, -3.7270878999999999)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,,MU-14B,"438326,6188","4477996,558",-3.727308988571167,40.450340270996094,"(40.45034, -3.727309)"
16809,4123923989,13.491348690739082,40.4505089,-3.7261081,"(40.450508900000003, -3.7261080999999998)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,"PLAZA DE LAS CIENCIAS,2",50_LTS,"438428,5547","4478027,826",-3.7261099815368652,40.45063018798828,"(40.45063, -3.72611)"
83478,4124377975,22.363637619965267,40.4496173,-3.7266667,"(40.4496173, -3.7266667)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,"PLAZA DE LAS CIENCIAS,3",50_LTS,"438385,0511","4477893,864",-3.726609945297241,40.44942092895508,"(40.449421, -3.7266099)"
50574,4124377978,45.97689266095904,40.4496718,-3.7269179,"(40.449671799999997, -3.7269179000000001)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,"AVENIDA COMPLUTENSE,14",50_LTS,"438340,837","4477879,797",-3.7271299362182617,40.44929122924805,"(40.449291, -3.7271299)"
64713,4124377978,35.92586808168714,40.4496718,-3.7269179,"(40.449671799999997, -3.7269179000000001)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,"AVENIDA COMPLUTENSE,14",50_LTS,"438330,8257","4477899,861",-3.72724986076355,40.44947052001953,"(40.449471, -3.7272499)"
72461,4124377983,16.08196817680129,40.4497355,-3.7255671,"(40.449735500000003, -3.7255671000000001)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,"PLAZA DE LAS CIENCIAS,2",50_LTS,"438489,6633","4477930,747",-3.7253799438476562,40.44976043701172,"(40.44976, -3.7253799)"
69113,4124379649,10.901993229787543,40.450487,-3.7256377,"(40.450487000000003, -3.7256377000000001)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,"PLAZA DE LAS CIENCIAS,2",50_LTS,"438479,3144","4478012,977",-3.7255101203918457,40.45050048828125,"(40.4505, -3.7255101)"
17899,4161785905,8.215488845283856,40.4426521,-3.7229862,"(40.442652099999997, -3.7229861999999998)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,"CALLE DEL DOCTOR SEVERO OCHOA,5",50_LTS,"438694,3597","4477140,914",-3.7228899002075195,40.44266128540039,"(40.442661, -3.7228899)"
23273,4301188693,45.578301233606865,40.4744214,-3.6940599,"(40.474421399999997, -3.6940599000000001)",TETUÁN,ALMENARA,,MU-11A,"441207,8228","4480626,407",-3.693577289581299,40.474239349365234,"(40.474239, -3.6935773)"
47125,4301188693,16.111285997115782,40.4744214,-3.6940599,"(40.474421399999997, -3.6940599000000001)",TETUÁN,ALMENARA,"CALLE DE SINESIO DELGADO,9",50_LTS,"441151,8437","4480652,342",-3.694240093231201,40.47446823120117,"(40.474468, -3.6942401)"
54449,4301188693,27.708943050576234,40.4744214,-3.6940599,"(40.474421399999997, -3.6940599000000001)",FUENCARRAL-EL PARDO,LA PAZ,"CALLE DE SINESIO DELGADO,8",50_LTS_EX,"441168,1239","4480674,415",-3.6940500736236572,40.47467041015625,"(40.47467, -3.6940501)"
12780,4304233903,26.26331704645673,40.4765591,-3.7218812,"(40.476559100000003, -3.7218811999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438820,629","4480878,565",-3.721761465072632,40.476341247558594,"(40.476341, -3.7217615)"
