id,id_OSM,distance,lat_OSM,lon_OSM,coord_OSM,DISTRITO,BARRIO,DIRECCION,MODELO,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,coord
29226,4304233903,39.158982070932815,40.4765591,-3.7218812,"(40.476559100000003, -3.7218811999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,"CALLE DE OTERO Y DELAGE,14",50_LTS,"438841,9534","4480879,562",-3.7215099334716797,40.476348876953125,"(40.476349, -3.7215099)"
45755,4304233903,23.707578099217717,40.4765591,-3.7218812,"(40.476559100000003, -3.7218811999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,"CALLE DE OTERO Y DELAGE,14",50_LTS,"438819,076","4480880,859",-3.7217800617218018,40.47636032104492,"(40.47636, -3.7217801)"
34446,4304233903,26.18041089712043,40.4765591,-3.7218812,"(40.476559100000003, -3.7218811999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438794,6292","4480882,565",-3.7220685482025146,40.47637176513672,"(40.476372, -3.7220685)"
53520,4304233903,16.619304032077334,40.4765591,-3.7218812,"(40.476559100000003, -3.7218811999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438809,6291","4480886,565",-3.7218921184539795,40.476409912109375,"(40.47641, -3.7218921)"
53521,4304233903,26.00157566711903,40.4765591,-3.7218812,"(40.476559100000003, -3.7218811999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438784,6294","4480902,565",-3.7221884727478027,40.47655487060547,"(40.476555, -3.7221885)"
86215,4304233903,15.073040708720596,40.4765591,-3.7218812,"(40.476559100000003, -3.7218811999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438802,6293","4480915,565",-3.721977472305298,40.4766731262207,"(40.476673, -3.7219775)"
18496,4304233903,43.56835549891493,40.4765591,-3.7218812,"(40.476559100000003, -3.7218811999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438780,6296","4480934,565",-3.722238779067993,40.47684097290039,"(40.476841, -3.7222388)"
32146,4304233903,43.85035428524561,40.4765591,-3.7218812,"(40.476559100000003, -3.7218811999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438794,6295","4480943,565",-3.722074508666992,40.476924896240234,"(40.476925, -3.7220745)"
8730,4304233903,41.79255535406448,40.4765591,-3.7218812,"(40.476559100000003, -3.7218811999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,"CALLE DE JOAQUIN JORGE ALARCON,70",50_LTS,"438803,4883","4480944,262",-3.7219700813293457,40.4769287109375,"(40.476929, -3.7219701)"
74711,4304233905,49.632405433326966,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",FUENCARRAL-EL PARDO,PEÑAGRANDE,"CALLE DE LA ISLA DE TABARCA,4",50_LTS,"438817,1504","4480956,361",-3.7218101024627686,40.4770393371582,"(40.477039, -3.7218101)"
72981,4304233905,27.868233171146194,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438777,6297","4480969,565",-3.7222774028778076,40.47715759277344,"(40.477158, -3.7222774)"
67480,4304233905,15.77052461447648,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438793,6297","4480981,565",-3.722090005874634,40.477264404296875,"(40.477264, -3.72209)"
29603,4304233905,34.803004408544965,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",FUENCARRAL-EL PARDO,PEÑAGRANDE,"CALLE DE LAS ISLAS BAHAMAS,25",50_LTS_EX,"438754,6433","4480983,514",-3.7225499153137207,40.47727966308594,"(40.47728, -3.7225499)"
55360,4304233905,18.35269151734493,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",FUENCARRAL-EL PARDO,PEÑAGRANDE,"CALLE DE LA ISLA DE TABARCA,3",50_LTS,"438800,4156","4480983,14",-3.7220098972320557,40.47727966308594,"(40.47728, -3.7220099)"
48816,4304233905,6.823214852470057,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438780,6299","4480997,565",-3.7222447395324707,40.47740936279297,"(40.477409, -3.7222447)"
66381,4304233905,20.24013916513366,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438774,63","4481011,566",-3.7223169803619385,40.477535247802734,"(40.477535, -3.722317)"
47995,4304233905,38.48316565677299,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",FUENCARRAL-EL PARDO,PEÑAGRANDE,"CALLE DE LA ISLA DE TABARCA,12",50_LTS,"438800,8151","4481031,98",-3.7220098972320557,40.477718353271484,"(40.477718, -3.7220099)"
81038,4304233905,40.86791288162639,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",FUENCARRAL-EL PARDO,PEÑAGRANDE,"CALLE DE LAS ISLAS HEBRIDAS,23",50_LTS,"438777,1087","4481035,504",-3.7222900390625,40.47774887084961,"(40.477749, -3.72229)"
82970,4304233905,44.534510565918644,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438775,6301","4481038,566",-3.7223076820373535,40.477779388427734,"(40.477779, -3.7223077)"
51198,4304233905,41.653179239106464,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438797,6296","4480955,565",-3.7220401763916016,40.47703170776367,"(40.477032, -3.7220402)"
71617,4309798479,28.420377557321036,40.4877101,-3.690783,"(40.487710100000001, -3.6907830000000001)",FUENCARRAL-EL PARDO,VALVERDE,"CALLE DE ANTONIORROBLES,10",50_LTS_EX,"441431,1114","4482106,57",-3.691080093383789,40.48759078979492,"(40.487591, -3.6910801)"
37833,4309798479,37.88471056954604,40.4877101,-3.690783,"(40.487710100000001, -3.6907830000000001)",FUENCARRAL-EL PARDO,VALVERDE,,MU-11B,"441427,6197","4482144,54",-3.691124677658081,40.48793029785156,"(40.48793, -3.6911247)"
29881,4309798479,13.243587071217421,40.4877101,-3.690783,"(40.487710100000001, -3.6907830000000001)",FUENCARRAL-EL PARDO,VALVERDE,,MU-11A,"441469,6193","4482118,54",-3.690626859664917,40.487701416015625,"(40.487701, -3.6906269)"
58852,4309925741,47.04668729967562,40.4705569,-3.7183028,"(40.470556899999998, -3.7183028)",FUENCARRAL-EL PARDO,PEÑAGRANDE,"CALLE DE CANDIDO MATEOS,2",50_LTS,"439148,8592","4480258,745",-3.717829942703247,40.47077941894531,"(40.470779, -3.7178299)"
23208,4309925741,39.23011655560641,40.4705569,-3.7183028,"(40.470556899999998, -3.7183028)",MONCLOA-ARAVACA,VALDEZARZA,,MU-11A,"439070,6244","4480244,559",-3.7187514305114746,40.470645904541016,"(40.470646, -3.7187514)"
48567,4309925741,30.323139569452508,40.4705569,-3.7183028,"(40.470556899999998, -3.7183028)",FUENCARRAL-EL PARDO,PEÑAGRANDE,"CALLE DE VALDERRODRIGO,55",50_LTS,"439138,4428","4480228,857",-3.7179501056671143,40.47050857543945,"(40.470509, -3.7179501)"
83077,4309925741,16.476533043219103,40.4705569,-3.7183028,"(40.470556899999998, -3.7183028)",MONCLOA-ARAVACA,VALDEZARZA,,MU-11A,"439123,624","4480227,559",-3.7181246280670166,40.470497131347656,"(40.470497, -3.7181246)"
43541,4309925741,35.45947769085801,40.4705569,-3.7183028,"(40.470556899999998, -3.7183028)",MONCLOA-ARAVACA,VALDEZARZA,"CALLE DE VALDERRODRIGO,55",50_LTS,"439132,3373","4480207,816",-3.718019962310791,40.47032165527344,"(40.470322, -3.71802)"
19288,4317894294,48.214259649450014,40.4165367,-3.7045088,"(40.416536700000002, -3.7045088000000002)",CENTRO,SOL,"CALLE DEL ARENAL,2",80_LTS,"440202,3047","4474268,075",-3.7048401832580566,40.41688919067383,"(40.416889, -3.7048402)"
71512,4317894294,47.62830169671346,40.4165367,-3.7045088,"(40.416536700000002, -3.7045088000000002)",CENTRO,SOL,"PLAZA DE LA PUERTA DEL SOL,10",80_LTS,"440249,0017","4474272,143",-3.7042899131774902,40.41693115234375,"(40.416931, -3.7042899)"
12414,4317894294,29.546457998434935,40.4165367,-3.7045088,"(40.416536700000002, -3.7045088000000002)",CENTRO,SOL,"CALLE MAYOR,2",80_LTS,"440201,0933","4474222,572",-3.7048499584198,40.416481018066406,"(40.416481, -3.70485)"
54329,4317894294,40.897194165300846,40.4165367,-3.7045088,"(40.416536700000002, -3.7045088000000002)",CENTRO,SOL,"CALLE MAYOR,4",80_LTS,"440189,2954","4474232,657",-3.7049899101257324,40.416568756103516,"(40.416569, -3.7049899)"
52015,4317894294,10.354669109653802,40.4165367,-3.7045088,"(40.416536700000002, -3.7045088000000002)",CENTRO,SOL,"CALLE MAYOR,1",120_LTS,"440230,0716","4474238,992",-3.704509973526001,40.416629791259766,"(40.41663, -3.70451)"
7882,4317894294,19.34785197304041,40.4165367,-3.7045088,"(40.416536700000002, -3.7045088000000002)",CENTRO,SOL,"PLAZA DE LA PUERTA DEL SOL,8",80_LTS,"440228,4456","4474247,885",-3.7045300006866455,40.416709899902344,"(40.41671, -3.70453)"
62703,4317894294,49.26488051879596,40.4165367,-3.7045088,"(40.416536700000002, -3.7045088000000002)",CENTRO,SOL,"CALLE DE ESPARTEROS,1",40_LTS,"440185,6981","4474207,154",-3.7050299644470215,40.41633987426758,"(40.41634, -3.70503)"
39587,4416327922,35.52887623203967,40.4714646,-3.7216527,"(40.471464599999997, -3.7216526999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438858,5412","4480350,334",-3.7212634086608887,40.47158432006836,"(40.471584, -3.7212634)"
89177,4416327922,29.319475101017446,40.4714646,-3.7216527,"(40.471464599999997, -3.7216526999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,"CALLE DE VALDERROMAN,48",50_LTS_EX,"438810,5985","4480362,521",-3.721829891204834,40.4716911315918,"(40.471691, -3.7218299)"
40732,4416327922,31.024771461099984,40.4714646,-3.7216527,"(40.471464599999997, -3.7216526999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438794,6266","4480341,563",-3.7220163345336914,40.471500396728516,"(40.4715, -3.7220163)"
5740,4416327922,35.09239233914879,40.4714646,-3.7216527,"(40.471464599999997, -3.7216526999999999)",MONCLOA-ARAVACA,VALDEZARZA,"CALLE DE VALDERROMAN,48",50_LTS,"438792,488","4480324,926",-3.7220399379730225,40.471351623535156,"(40.471352, -3.7220399)"
73079,4416327922,27.32535709954071,40.4714646,-3.7216527,"(40.471464599999997, -3.7216526999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438849,6262","4480324,562",-3.7213659286499023,40.471351623535156,"(40.471352, -3.7213659)"
60678,4416327922,33.88612916974484,40.4714646,-3.7216527,"(40.471464599999997, -3.7216526999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438840,0203","4480367,797",-3.7214834690093994,40.47174072265625,"(40.471741, -3.7214835)"
55581,4416327922,46.15493206870494,40.4714646,-3.7216527,"(40.471464599999997, -3.7216526999999999)",MONCLOA-ARAVACA,VALDEZARZA,"CALLE DEL VALLE DE MENA,35",50_LTS,"438854,1803","4480301,11",-3.7213099002838135,40.47114181518555,"(40.471142, -3.7213099)"
64371,4416327922,46.22161187433735,40.4714646,-3.7216527,"(40.471464599999997, -3.7216526999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438815,8109","4480382,349",-3.7217702865600586,40.47187042236328,"(40.47187, -3.7217703)"
73541,4416327922,46.66097441197548,40.4714646,-3.7216527,"(40.471464599999997, -3.7216526999999999)",MONCLOA-ARAVACA,VALDEZARZA,"CALLE DE VALDERROMAN,48",50_LTS,"438799,8995","4480298,223",-3.721950054168701,40.47111129760742,"(40.471111, -3.7219501)"
78732,4416327922,48.34038260398676,40.4714646,-3.7216527,"(40.471464599999997, -3.7216526999999999)",FUENCARRAL-EL PARDO,PEÑAGRANDE,,MU-11A,"438792,2629","4480372,559",-3.7220473289489746,40.471778869628906,"(40.471779, -3.7220473)"
69089,4456027492,33.86115840960535,40.4360181,-3.7190607,"(40.436018099999998, -3.7190607)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,,50_LTS,"439001,8824","4476369,121",-3.7191898822784424,40.43572998046875,"(40.43573, -3.7191899)"
39207,4456027492,33.56968896589483,40.4360181,-3.7190607,"(40.436018099999998, -3.7190607)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,,50_LTS,"438983,6117","4476417,003",-3.719409942626953,40.436161041259766,"(40.436161, -3.7194099)"
8362,4456027694,17.055161080315784,40.4372136,-3.7211733,"(40.4372136, -3.7211732999999998)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,,MU-14B,"438819,6093","4476542,548",-3.721355676651001,40.437278747558594,"(40.437279, -3.7213557)"
73949,4456027694,31.053768726228284,40.4372136,-3.7211733,"(40.4372136, -3.7211732999999998)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,"AVENIDA DE LOS REYES CATOLICOS,6",50_LTS,"438803,9164","4476536,137",-3.7215399742126465,40.43722152709961,"(40.437222, -3.72154)"
26969,4456027695,35.092753142250174,40.4363654,-3.7197461,"(40.4363654, -3.7197461000000001)",MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,,50_LTS,"438952,9787","4476405,042",-3.7197699546813965,40.43605041503906,"(40.43605, -3.71977)"
44521,4563978391,38.66997947379672,40.3682176,-3.691997,"(40.368217600000001, -3.6919970000000002)",USERA,SAN FERMÍN,"CALLE DE ANTEQUERA,12",50_LTS,"441243,7104","4468894,926",-3.6920700073242188,40.368560791015625,"(40.368561, -3.69207)"
31425,4563978391,44.25131527464902,40.3682176,-3.691997,"(40.368217600000001, -3.6919970000000002)",USERA,SAN FERMÍN,"CALLE DE ANTEQUERA,21",50_LTS,"441291,9125","4468870,128",-3.691499948501587,40.36833953857422,"(40.36834, -3.6914999)"
66557,4563978391,42.05151069541379,40.3682176,-3.691997,"(40.368217600000001, -3.6919970000000002)",USERA,SAN FERMÍN,,MU-11A,"441207,4919","4468857,473",-3.692493200302124,40.368221282958984,"(40.368221, -3.6924932)"
45424,4563978391,32.06000753592113,40.3682176,-3.691997,"(40.368217600000001, -3.6919970000000002)",USERA,SAN FERMÍN,,MU-11A,"441217,4918","4468856,473",-3.6923751831054688,40.36820983886719,"(40.36821, -3.6923752)"
638,4563978391,21.804028595055996,40.3682176,-3.691997,"(40.368217600000001, -3.6919970000000002)",USERA,SAN FERMÍN,"CALLE DE ANTEQUERA,23",50_LTS,"441269,6648","4468848,101",-3.6917600631713867,40.368141174316406,"(40.368141, -3.6917601)"
27777,4563978391,27.16030073391013,40.3682176,-3.691997,"(40.368217600000001, -3.6919970000000002)",USERA,SAN FERMÍN,,MU-11A,"441224,4917","4468846,473",-3.6922919750213623,40.36812210083008,"(40.368122, -3.692292)"
25032,4563978391,26.408167479630762,40.3682176,-3.691997,"(40.368217600000001, -3.6919970000000002)",USERA,SAN FERMÍN,"CALLE DE ANTEQUERA,14",50_LTS_EX,"441225,4991","4468846,226",-3.6922800540924072,40.36811828613281,"(40.368118, -3.6922801)"
52550,4563978391,49.66410484869895,40.3682176,-3.691997,"(40.368217600000001, -3.6919970000000002)",USERA,SAN FERMÍN,,MU-11A,"441207,4916","4468830,473",-3.692490816116333,40.367977142333984,"(40.367977, -3.6924908)"
9743,4563978391,42.76551988531173,40.3682176,-3.691997,"(40.368217600000001, -3.6919970000000002)",USERA,SAN FERMÍN,"GLORIETA DE SAN MARTIN DE LA VEGA,1",50_LTS,"441218,5594","4468827,41",-3.6923599243164062,40.367950439453125,"(40.36795, -3.6923599)"
5218,4563978391,40.751005900540065,40.3682176,-3.691997,"(40.368217600000001, -3.6919970000000002)",USERA,SAN FERMÍN,"CALLE DE ANTEQUERA,23",50_LTS,"441280,563","4468830,255",-3.6916298866271973,40.36798095703125,"(40.367981, -3.6916299)"
63806,4564015790,41.87860774817688,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",MONCLOA-ARAVACA,ARGUELLES,"PLAZA DE LA MONCLOA,1",40_LTS,"439015,2632","4476345,701",-3.7190299034118652,40.43552017211914,"(40.43552, -3.7190299)"
82583,4564015790,33.93936037082476,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",MONCLOA-ARAVACA,ARGUELLES,"PLAZA DE LA MONCLOA,1",40_LTS,"439010,9682","4476339,075",-3.7190799713134766,40.43545913696289,"(40.435459, -3.71908)"
42521,4564015790,34.963751510895904,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",MONCLOA-ARAVACA,ARGUELLES,"PLAZA DE LA MONCLOA,1",40_LTS,"439016,8872","4476336,807",-3.7190101146698,40.43544006347656,"(40.43544, -3.7190101)"
55296,4564015790,38.06332193027894,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",MONCLOA-ARAVACA,ARGUELLES,"PLAZA DE LA MONCLOA,1",50_LTS,"439029,5374","4476327,824",-3.718859910964966,40.435359954833984,"(40.43536, -3.7188599)"
32916,4564015790,18.083703189228192,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",MONCLOA-ARAVACA,ARGUELLES,"PLAZA DE LA MONCLOA,1",40_LTS,"438999,8336","4476325,845",-3.719209909439087,40.435340881347656,"(40.435341, -3.7192099)"
79264,4564015790,47.34749771456988,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",MONCLOA-ARAVACA,ARGUELLES,"CALLE DE LA PRINCESA,89",80_LTS,"438969,6868","4476269,477",-3.719559907913208,40.43482971191406,"(40.43483, -3.7195599)"
14867,4564015790,35.19715981165908,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",MONCLOA-ARAVACA,ARGUELLES,"CALLE DE LA PRINCESA,98",80_LTS,"439004,4979","4476273,634",-3.7191500663757324,40.434871673583984,"(40.434872, -3.7191501)"
75729,4564015790,21.796198350923238,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",MONCLOA-ARAVACA,ARGUELLES,"PLAZA DE LA MONCLOA,1",50_LTS,"439018,3848","4476312,373",-3.7189900875091553,40.435218811035156,"(40.435219, -3.7189901)"
69313,4564015790,8.234864474821393,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",MONCLOA-ARAVACA,ARGUELLES,"CALLE DE LA PRINCESA,98",120_LTS,"438998,7776","4476300,322",-3.719219923019409,40.43510818481445,"(40.435108, -3.7192199)"
55512,4564015790,17.587327731726575,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",MONCLOA-ARAVACA,ARGUELLES,"PLAZA DE LA MONCLOA,1",40_LTS,"439004,9045","4476323,584",-3.7191500663757324,40.43532180786133,"(40.435322, -3.7191501)"
31784,4564015790,13.206509488300615,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",MONCLOA-ARAVACA,ARGUELLES,"PLAZA DE LA MONCLOA,1",40_LTS,"438997,253","4476321,426",-3.7192399501800537,40.435298919677734,"(40.435299, -3.71924)"
43127,4608256801,15.344369420030233,40.4701691,-3.7101935,"(40.4701691, -3.7101934999999999)",TETUÁN,VALDEACEDERAS,,MU-11A,"439811,0094","4480184,601",-3.710012435913086,40.47016143798828,"(40.470161, -3.7100124)"
47868,4608256801,25.355542477849706,40.4701691,-3.7101935,"(40.4701691, -3.7101934999999999)",TETUÁN,VALDEACEDERAS,,MU-11B,"439820,9693","4480183,391",-3.709894895553589,40.470149993896484,"(40.47015, -3.7098949)"
15272,4608256801,42.98381060442855,40.4701691,-3.7101935,"(40.4701691, -3.7101934999999999)",TETUÁN,VALDEACEDERAS,,MU-11B,"439831,3591","4480161,591",-3.7097702026367188,40.46995544433594,"(40.469955, -3.7097702)"
59568,4608256801,16.17017003963316,40.4701691,-3.7101935,"(40.4701691, -3.7101934999999999)",TETUÁN,VALDEACEDERAS,,MU-11A,"439785,7796","4480198,501",-3.7103114128112793,40.47028350830078,"(40.470284, -3.7103114)"
32340,4608256801,40.11058069875418,40.4701691,-3.7101935,"(40.4701691, -3.7101934999999999)",TETUÁN,VALDEACEDERAS,,MU-11A,"439756,7798","4480195,772",-3.710653305053711,40.47025680541992,"(40.470257, -3.7106533)"
24391,4608256801,36.992867025160265,40.4701691,-3.7101935,"(40.4701691, -3.7101934999999999)",TETUÁN,VALDEACEDERAS,,MU-11A,"439828,7493","4480202,441",-3.7098050117492676,40.47032165527344,"(40.470322, -3.709805)"
90289,4619376479,21.44823320715754,40.4651024,-3.7072769,"(40.465102399999999, -3.7072769000000001)",TETUÁN,VALDEACEDERAS,"CALLE DEL ALIGUSTRE,1",50_LTS_EX,"440054,9977","4479607,586",-3.7070798873901367,40.46498107910156,"(40.464981, -3.7070799)"
63248,4619377189,10.090737890362826,40.4668797,-3.7085366,"(40.4668797, -3.7085366)",TETUÁN,VALDEACEDERAS,,MU-11A,"439923,6068","4479822,458",-3.7086501121520996,40.4669075012207,"(40.466908, -3.7086501)"
32353,4619377189,18.32982327514155,40.4668797,-3.7085366,"(40.4668797, -3.7085366)",TETUÁN,VALDEACEDERAS,,MU-11A,"439921,6069","4479833,458",-3.708674669265747,40.46700668334961,"(40.467007, -3.7086747)"
51404,4619377192,25.85072780761148,40.4672062,-3.7084841,"(40.4672062, -3.7084841000000002)",TETUÁN,VALDEACEDERAS,,MU-11A,"439915,607","4479842,458",-3.7087461948394775,40.46708679199219,"(40.467087, -3.7087462)"
70911,4619377192,10.552925082093905,40.4672062,-3.7084841,"(40.4672062, -3.7084841000000002)",TETUÁN,VALDEACEDERAS,,MU-11A,"439935,6068","4479845,458",-3.708510637283325,40.46711349487305,"(40.467113, -3.7085106)"
39569,4619377192,16.735633099597084,40.4672062,-3.7084841,"(40.4672062, -3.7084841000000002)",TETUÁN,VALDEACEDERAS,,MU-11A,"439926,6069","4479843,458",-3.7086164951324463,40.46709442138672,"(40.467094, -3.7086165)"
35775,4619377192,18.779969350139968,40.4672062,-3.7084841,"(40.4672062, -3.7084841000000002)",TETUÁN,VALDEACEDERAS,,MU-11A,"439919,607","4479851,458",-3.708699941635132,40.467166900634766,"(40.467167, -3.7086999)"
62444,4619377198,28.157776212734785,40.4679207,-3.7079761,"(40.467920700000001, -3.7079761000000002)",TETUÁN,VALDEACEDERAS,"CALLE DEL CAPITAN BLANCO ARGIBAY,153",50_LTS,"440009,3342","4479939,865",-3.7076501846313477,40.46797180175781,"(40.467972, -3.7076502)"
1882,4632741932,18.433473964168996,40.4643618,-3.7055086,"(40.464361799999999, -3.7055085999999999)",TETUÁN,VALDEACEDERAS,"PASEO DE LA DIRECCION,156",50_LTS,"440196,7522","4479522,086",-3.705399990081787,40.46421813964844,"(40.464218, -3.7054)"
41544,4632741936,13.634413960904554,40.4646703,-3.7056341,"(40.464670300000002, -3.7056341000000002)",TETUÁN,VALDEACEDERAS,"PASEO DE LA DIRECCION,160",50_LTS,"440183,4891","4479559,935",-3.7055599689483643,40.464561462402344,"(40.464561, -3.70556)"
3475,4632741937,20.734627619610038,40.4649866,-3.7065097,"(40.464986600000003, -3.7065096999999998)",TETUÁN,VALDEACEDERAS,"PASEO DE LA DIRECCION,176",50_LTS,"440114,2097","4479590,461",-3.7063798904418945,40.46482849121094,"(40.464828, -3.7063799)"
21599,4632741939,11.44009740548176,40.4650193,-3.7060104,"(40.465019300000002, -3.7060103999999998)",TETUÁN,VALDEACEDERAS,"PASEO DE LA DIRECCION,172",50_LTS_EX,"440151,6013","4479601,263",-3.705940008163452,40.46493148803711,"(40.464931, -3.70594)"
36092,4632741940,44.50264027610204,40.4650425,-3.7065122,"(40.465042500000003, -3.7065122000000001)",TETUÁN,VALDEACEDERAS,"CALLE DEL CRISANTEMO,7",50_LTS,"440109,6648","4479658,212",-3.7064402103424072,40.46543884277344,"(40.465439, -3.7064402)"
27260,4635304579,43.52290250385445,40.4622723,-3.7017435,"(40.462272300000002, -3.7017435000000001)",TETUÁN,VALDEACEDERAS,"CALLE DEL MARQUES DE VIANA,24",50_LTS_EX,"440548,5475","4479300,599",-3.701230049133301,40.462249755859375,"(40.46225, -3.70123)"
3033,4635304579,20.281915306994044,40.4622723,-3.7017435,"(40.462272300000002, -3.7017435000000001)",TETUÁN,VALDEACEDERAS,"CALLE DEL MARQUES DE VIANA,32",50_LTS,"440510,5719","4479323,102",-3.7016799449920654,40.46244812011719,"(40.462448, -3.7016799)"
73462,4635304579,42.40179927461605,40.4622723,-3.7017435,"(40.462272300000002, -3.7017435000000001)",TETUÁN,VALDEACEDERAS,"CALLE DEL MARQUES DE VIANA,38",50_LTS,"440485,2784","4479341,065",-3.7019801139831543,40.462608337402344,"(40.462608, -3.7019801)"
41109,4635304579,18.59345729726968,40.4622723,-3.7017435,"(40.462272300000002, -3.7017435000000001)",TETUÁN,BERRUGUETE,"CALLE DEL MARQUES DE VIANA,45",50_LTS,"440490,1535","4479314,384",-3.7019200325012207,40.462371826171875,"(40.462372, -3.70192)"
88092,4635304584,5.046018142676189,40.4628193,-3.7027397,"(40.4628193, -3.7027397)",TETUÁN,BERRUGUETE,"CALLE DEL MARQUES DE VIANA,57",50_LTS,"440423,5378","4479360,427",-3.702709913253784,40.4627799987793,"(40.46278, -3.7027099)"
37196,4635304584,33.853058791766,40.4628193,-3.7027397,"(40.4628193, -3.7027397)",TETUÁN,VALDEACEDERAS,"CALLE DEL MARQUES DE VIANA,44",50_LTS,"440454,9512","4479365,727",-3.7023398876190186,40.46282958984375,"(40.46283, -3.7023399)"
88138,4635304584,25.810705719416514,40.4628193,-3.7027397,"(40.4628193, -3.7027397)",TETUÁN,VALDEACEDERAS,"CALLE DEL MARQUES DE VIANA,56",50_LTS_EX,"440419,5373","4479390,431",-3.7027599811553955,40.463050842285156,"(40.463051, -3.70276)"
32944,4635304584,48.49126270987509,40.4628193,-3.7027397,"(40.4628193, -3.7027397)",TETUÁN,BERRUGUETE,"CALLE DEL MARQUES DE VIANA,49",50_LTS,"440458,0864","4479333,51",-3.7023000717163086,40.46253967285156,"(40.46254, -3.7023001)"
10161,4635304585,19.06392711957547,40.4631306,-3.7030671,"(40.4631306, -3.7030671000000002)",TETUÁN,BERRUGUETE,"CALLE DEL MARQUES DE VIANA,69",50_LTS,"440394,0234","4479380,643",-3.7030599117279053,40.46295928955078,"(40.462959, -3.7030599)"
79351,4635304586,8.585602608960768,40.4631965,-3.7034511,"(40.463196500000002, -3.7034511000000001)",TETUÁN,BERRUGUETE,"CALLE DEL MARQUES DE VIANA,73",50_LTS_EX,"440367,9091","4479401,943",-3.7033700942993164,40.46315002441406,"(40.46315, -3.7033701)"
25863,4635304586,9.175014382454698,40.4631965,-3.7034511,"(40.463196500000002, -3.7034511000000001)",TETUÁN,BERRUGUETE,"CALLE DE RUIZ PALACIOS,43",50_LTS,"440352,7193","4479410,944",-3.703550100326538,40.46323013305664,"(40.46323, -3.7035501)"
27215,4635304588,10.186138617303083,40.4634089,-3.7038467,"(40.463408899999997, -3.7038467000000002)",TETUÁN,BERRUGUETE,"CALLE DEL MARQUES DE VIANA,77",50_LTS,"440330,7558","4479421,11",-3.703809976577759,40.463321685791016,"(40.463322, -3.70381)"
739,4635304588,21.39079733523162,40.4634089,-3.7038467,"(40.463408899999997, -3.7038467000000002)",TETUÁN,VALDEACEDERAS,"CALLE DEL MARQUES DE VIANA,60",50_LTS,"440348,6749","4479435,398",-3.7036001682281494,40.46345138549805,"(40.463451, -3.7036002)"
