id_OSM,lat_OSM,lon_OSM,coord_OSM,distance
3190384550,40.4097448,-3.70367,"(40.409744799999999, -3.7036699999999998)",15403.113588838223
3224995088,40.4175516,-3.6809288,"(40.417551600000003, -3.6809287999999998)",15584.250199974493
3224995089,40.4176265,-3.6812056,"(40.417626499999997, -3.6812056000000002)",15564.487570718044
3224995960,40.417826,-3.6812802,"(40.417825999999998, -3.6812801999999998)",15542.439717885627
3225000513,40.4179871,-3.6811772,"(40.417987099999998, -3.6811772)",15532.181828070383
3255591961,40.4174627,-3.6822922,"(40.417462700000002, -3.6822922)",15529.882865055486
3255591962,40.4174841,-3.6821897,"(40.417484100000003, -3.6821896999999999)",15532.569650186273
3255591963,40.4175054,-3.6820872,"(40.417505400000003, -3.6820871999999998)",15535.270527837216
3255591964,40.41753,-3.6823519,"(40.417529999999999, -3.6823519)",15520.852596064527
3255591965,40.4175362,-3.681935,"(40.417536200000001, -3.6819350000000002)",15539.367130143048
3255591966,40.4175758,-3.6817465,"(40.417575800000002, -3.6817465)",15544.319242527341
3255591967,40.4175584,-3.6822545,"(40.417558399999997, -3.6822545)",15522.650783723502
3255591968,40.4176153,-3.6815579,"(40.417615300000001, -3.6815579)",15549.301311711095
3255591969,40.4175768,-3.6821524,"(40.417576799999999, -3.6821524000000001)",15525.604537560184
3255591972,40.4176379,-3.6818713,"(40.417637900000003, -3.6818713000000001)",15532.784256994173
3255591974,40.417674,-3.6817199,"(40.417673999999998, -3.6817199)",15536.368062425177
3255591975,40.4176549,-3.6813694,"(40.417654900000002, -3.6813693999999999)",15554.28544599873
3255591976,40.4177102,-3.6815685,"(40.417710200000002, -3.6815685)",15539.95329481324
3255591979,40.4177464,-3.6814171,"(40.417746399999999, -3.6814171)",15543.54929206333
3273102461,40.5208024,-3.7802746,"(40.520802400000001, -3.7802745999999998)",1574.9577975604282
3273102561,40.520956,-3.7803188,"(40.520955999999998, -3.7803187999999999)",1557.6654218575754
3273102562,40.5208472,-3.7802778,"(40.520847199999999, -3.7802777999999999)",1569.9678880371723
3332492470,40.5189677,-3.7769967,"(40.518967699999997, -3.7769967000000002)",1816.0931189734395
3353540088,40.5079774,-3.7704989,"(40.507977400000001, -3.7704989000000002)",3139.1934144896372
3353540090,40.5141803,-3.7748428,"(40.5141803, -3.7748428000000001)",2375.877228912682
3353540092,40.5145195,-3.7755704,"(40.514519499999999, -3.7755703999999999)",2325.186788779025
3391731537,40.4244857,-3.6888933,"(40.424485699999998, -3.6888933000000002)",14570.660195295408
3391731544,40.4245383,-3.6891023,"(40.424538300000002, -3.6891023000000001)",14556.222028017006
3428424994,40.4099691,-3.6924215,"(40.409969099999998, -3.6924215)",15811.524835703816
3428424995,40.4102615,-3.6925125,"(40.410261499999997, -3.6925124999999999)",15779.259891394417
3428424996,40.4105797,-3.6926018,"(40.4105797, -3.6926017999999998)",15744.546871388897
3428424997,40.4109289,-3.6927015,"(40.410928900000002, -3.6927015000000001)",15706.390895761066
3459875741,40.4705406,-3.7181228,"(40.4705406, -3.7181228000000002)",8946.068283148958
3459875742,40.4705955,-3.7184633,"(40.470595500000002, -3.7184632999999998)",8923.942921738319
3459875743,40.4706069,-3.7184157,"(40.4706069, -3.7184157)",8925.332156899316
3459875744,40.4707687,-3.7191152,"(40.470768700000001, -3.7191152000000001)",8875.609216040308
3459875746,40.4708271,-3.7192628,"(40.470827100000001, -3.7192628000000001)",8862.965406526719
3489041956,40.4720838,-3.7001926,"(40.4720838, -3.7001925999999998)",9806.127878230796
3556094293,40.3524922,-3.6965765,"(40.3524922, -3.6965764999999999)",21527.968161111396
3556094335,40.3525809,-3.6965781,"(40.3525809, -3.6965781)",21518.622226889398
3590492300,40.4717562,-3.6990033,"(40.471756200000002, -3.6990033000000002)",9902.762158972744
3613373068,40.4770239,-3.6861202,"(40.477023899999999, -3.6861202)",10322.864649636045
3613373069,40.4771174,-3.6860915,"(40.477117399999997, -3.6860914999999999)",10318.272790051893
3617686315,40.3531378,-3.7090052,"(40.353137799999999, -3.7090052)",21131.098464556115
3617686316,40.353338,-3.7094069,"(40.353338000000001, -3.7094068999999998)",21099.928495438216
3617686317,40.353505,-3.7098313,"(40.353504999999998, -3.7098312999999998)",21071.77415956866
3627170073,40.3789154,-3.7271888,"(40.378915399999997, -3.7271888)",17951.69138098139
3631635593,40.412182,-3.717864,"(40.412182000000001, -3.7178640000000001)",14676.575721182307
3632136770,40.4517823,-3.6755169,"(40.451782299999998, -3.6755168999999999)",12880.656715413243
3637128618,40.3513649,-3.6942796,"(40.3513649, -3.6942796000000002)",21711.566987655056
3637128620,40.3513669,-3.6941678,"(40.351366900000002, -3.6941677999999998)",21714.578143196464
3645184693,40.4715622,-3.6897296,"(40.471562200000001, -3.6897296000000002)",10484.711106697254
3645184699,40.4716369,-3.6896844,"(40.4716369, -3.6896844)",10481.956171306892
3663324549,40.4444903,-3.7096891,"(40.444490299999998, -3.7096890999999999)",11751.642095879313
3663324550,40.4447079,-3.7093471,"(40.444707899999997, -3.7093471)",11745.934516138577
3663324551,40.4448788,-3.709082,"(40.444878799999998, -3.709082)",11741.380223503864
3663324552,40.4450139,-3.7088666,"(40.445013899999999, -3.7088665999999999)",11738.089064211452
3666910217,40.4095437,-3.7038396,"(40.4095437, -3.7038395999999998)",15417.218015833025
3666910220,40.4096008,-3.7038744,"(40.4096008, -3.7038744000000001)",15410.216568855834
3666910221,40.4096137,-3.7035898,"(40.409613700000001, -3.7035898)",15419.199425988765
3666910222,40.4096195,-3.7038857,"(40.409619499999998, -3.7038856999999998)",15407.927118935844
3666910223,40.4096299,-3.7035998,"(40.409629899999999, -3.7035998000000001)",15417.208456755283
3666922926,40.40967,-3.7036243,"(40.409669999999998, -3.7036243)",15412.289350121171
3666922928,40.4096887,-3.7036357,"(40.409688699999997, -3.7036357)",15409.996314077916
3666922930,40.4097059,-3.7036462,"(40.409705899999999, -3.7036462000000001)",15407.886689155155
3666922931,40.4097148,-3.7039438,"(40.409714800000003, -3.7039437999999998)",15396.241019078721
3666922932,40.4097316,-3.7039541,"(40.409731600000001, -3.7039540999999998)",15394.178845106655
3666922934,40.409751,-3.7033963,"(40.409751, -3.7033963000000001)",15412.406890671211
3666922935,40.4097573,-3.7033147,"(40.409757300000003, -3.7033147)",15414.735920828174
3666922936,40.4097644,-3.703682,"(40.4097644, -3.7036820000000001)",15400.70833599968
3666922938,40.4097748,-3.7033257,"(40.409774800000001, -3.7033257000000002)",15412.578020899557
3666922939,40.4097813,-3.7036924,"(40.409781299999999, -3.7036924)",15398.632499413568
3666922940,40.4097964,-3.7033394,"(40.409796399999998, -3.7033393999999999)",15409.910094232431
3666922941,40.4098112,-3.7033487,"(40.4098112, -3.7033486999999998)",15408.085231394274
3666922942,40.4098198,-3.7037159,"(40.409819800000001, -3.7037159000000002)",15393.910480483759
3666922946,40.409908,-3.7034098,"(40.409908000000001, -3.7034098000000002)",15396.139730504286
3666922947,40.4099256,-3.7034209,"(40.409925600000001, -3.7034208999999998)",15393.968151761615
3786662082,40.4665017,-3.7185883,"(40.466501700000002, -3.7185883)",9287.078231145224
3786662088,40.4665541,-3.7185602,"(40.466554100000003, -3.7185602000000002)",9283.663872349653
3786662106,40.466709,-3.7185746,"(40.466709000000002, -3.7185746000000002)",9268.8519262623
3808728623,40.4670368,-3.7198885,"(40.467036800000002, -3.7198885000000002)",9175.44806450382
3808728632,40.4674852,-3.7196828,"(40.467485199999999, -3.7196828000000002)",9144.371704934221
3808730764,40.4686052,-3.7194788,"(40.468605199999999, -3.7194788000000001)",9052.418934336729
3808730766,40.4686299,-3.7195832,"(40.468629900000003, -3.7195832000000002)",9045.064087719578
3808730768,40.4686585,-3.7197083,"(40.468658499999997, -3.7197083000000002)",9036.346055219854
3851551082,40.3983098,-3.7142218,"(40.3983098, -3.7142217999999998)",16227.597633661542
3851551085,40.3983352,-3.7141374,"(40.398335199999998, -3.7141373999999998)",16227.459438837055
3851551087,40.3983567,-3.7142514,"(40.398356700000001, -3.7142514000000002)",16221.83324255133
3851551090,40.3984012,-3.7142003,"(40.398401200000002, -3.7142002999999999)",16218.715737566956
3851954974,40.3983805,-3.715887,"(40.398380500000002, -3.7158869999999999)",16171.307945409875
3851977764,40.3986945,-3.7156503,"(40.398694499999998, -3.7156503000000001)",16145.409118919311
3851977768,40.3987517,-3.7156766,"(40.398751699999998, -3.7156766000000001)",16138.669008705225
3851977789,40.3989096,-3.7156321,"(40.398909600000003, -3.7156321000000001)",16123.486218515654
3851977794,40.3989659,-3.7155919,"(40.3989659, -3.7155919000000002)",16118.786520563475
3851977795,40.3989777,-3.7156909,"(40.398977700000003, -3.7156908999999998)",16114.657731646115
3851995761,40.3984129,-3.7158301,"(40.398412899999997, -3.7158300999999998)",16169.577230371917
3851995763,40.3984615,-3.7158952,"(40.398461500000003, -3.7158951999999998)",16162.607196479894
3867168978,40.3587179,-3.6998657,"(40.358717900000002, -3.6998657000000001)",20782.19777361927
3867168995,40.3588695,-3.7004316,"(40.358869499999997, -3.7004315999999999)",20750.402436678625
3867169004,40.3589244,-3.7001731,"(40.358924399999999, -3.7001731000000002)",20751.887718771974
3867169006,40.3589287,-3.6999158,"(40.3589287, -3.6999157999999999)",20758.672156163902
3867169015,40.3589509,-3.7008695,"(40.358950900000004, -3.7008695)",20729.622740354625
3867169017,40.3589656,-3.7009307,"(40.358965599999998, -3.7009306999999998)",20726.373401268822
3867169031,40.3590406,-3.7006477,"(40.3590406, -3.7006477000000002)",20726.39304163236
3867169035,40.3590545,-3.7005521,"(40.359054499999999, -3.7005520999999999)",20727.607302656284
3867169043,40.3590666,-3.7004463,"(40.359066599999998, -3.7004462999999999)",20729.299483474013
3867169048,40.3590788,-3.6996369,"(40.359078799999999, -3.6996368999999998)",20750.79837939024
3867170963,40.3591545,-3.7010434,"(40.359154500000002, -3.7010434000000001)",20703.390772536623
3867170971,40.3591789,-3.7013584,"(40.359178900000003, -3.7013584000000002)",20692.070270471642
3867170983,40.3592071,-3.6994127,"(40.359207099999999, -3.6994126999999999)",20743.695222221406
3867170984,40.3592089,-3.699794,"(40.359208899999999, -3.6997939999999998)",20732.716953036623
3867170986,40.3592109,-3.7010981,"(40.359210900000001, -3.7010980999999998)",20695.94280772237
3867170993,40.3592522,-3.6996472,"(40.3592522, -3.6996471999999998)",20732.325697662738
3867170998,40.3592649,-3.7011641,"(40.359264899999999, -3.7011641000000002)",20688.432812003062
3867171003,40.3592908,-3.70153,"(40.359290799999997, -3.70153)",20675.550179456757
3867171009,40.3593199,-3.6997587,"(40.359319900000003, -3.6997586999999998)",20722.07422258666
3867171015,40.3593508,-3.7008309,"(40.359350800000001, -3.7008309000000001)",20688.700493509572
3867171016,40.359352,-3.6993273,"(40.359352000000001, -3.6993273000000002)",20730.932364764827
3867171020,40.3593546,-3.7014978,"(40.359354600000003, -3.7014977999999998)",20669.73706738403
3867171023,40.3593589,-3.7001708,"(40.359358899999997, -3.7001708)",20706.36057661781
3867171029,40.3593728,-3.7006068,"(40.359372800000003, -3.7006068000000001)",20692.659950531874
3867171031,40.3593828,-3.7017473,"(40.359382799999999, -3.7017473000000001)",20659.862263960407
3867171040,40.359417,-3.7008035,"(40.359417000000001, -3.7008035000000001)",20682.514947401338
3867171041,40.3594231,-3.6993228,"(40.359423100000001, -3.6993228)",20723.609466162146
3867171051,40.3594868,-3.7012207,"(40.359486799999999, -3.7012206999999999)",20663.545096425114
3867171257,40.3595116,-3.7017457,"(40.359511599999998, -3.7017457)",20646.365554266427
3867171259,40.3595177,-3.6999568,"(40.359517699999998, -3.6999567999999998)",20695.735592382556
3867171260,40.3595181,-3.701306,"(40.359518100000003, -3.7013060000000002)",20657.88305638138
3867171262,40.3595202,-3.7004,"(40.359520199999999, -3.7004000000000001)",20682.99091790006
3867171267,40.3596061,-3.6993865,"(40.359606100000001, -3.6993865000000001)",20702.6230985393
3867171268,40.3596148,-3.6995857,"(40.359614800000003, -3.6995857000000001)",20696.055988378186
3867171269,40.3596152,-3.7016896,"(40.3596152, -3.7016895999999999)",20637.028777115414
3867171272,40.3596282,-3.7014813,"(40.359628200000003, -3.7014813000000002)",20641.441623283565
3867171274,40.359633,-3.7000399,"(40.359633000000002, -3.7000399000000002)",20681.29765850389
3867171275,40.3596365,-3.700156,"(40.359636500000001, -3.7001559999999998)",20677.65588937461
3867171277,40.3596453,-3.7008523,"(40.359645299999997, -3.7008523000000002)",20657.17943437451
3867171280,40.3596662,-3.7015992,"(40.359666199999999, -3.7015992)",20634.17508498936
3867171282,40.3596932,-3.7003227,"(40.359693200000002, -3.7003227000000001)",20667.012483709736
3867171283,40.3596963,-3.6993899,"(40.359696300000003, -3.6993898999999999)",20693.074962793336
3867171284,40.3597019,-3.7014119,"(40.359701899999997, -3.7014119000000001)",20635.62640575273
3867171286,40.3597219,-3.7011182,"(40.359721899999997, -3.7011181999999998)",20641.706822672357
3867171289,40.3597496,-3.7012924,"(40.359749600000001, -3.7012923999999998)",20633.940944115446
3867171301,40.3597978,-3.6992271,"(40.359797800000003, -3.6992270999999999)",20687.0752502668
3867171302,40.3598073,-3.7016234,"(40.3598073, -3.7016233999999999)",20618.674675573675
3867171304,40.3598134,-3.700767,"(40.3598134, -3.7007669999999999)",20641.920427435587
3867171307,40.3598221,-3.6995322,"(40.359822100000002, -3.6995322000000002)",20675.84870583755
3867171316,40.3598794,-3.6995356,"(40.359879399999997, -3.6995355999999999)",20669.747578018276
3867171325,40.3599548,-3.6994491,"(40.359954799999997, -3.6994490999999998)",20664.306512686835
3867171334,40.3600268,-3.6996198,"(40.3600268, -3.6996197999999998)",20651.909216513315
3867171339,40.3600867,-3.6995368,"(40.360086699999997, -3.6995368000000002)",20647.992033988994
3867171340,40.360104,-3.6994389,"(40.360104, -3.6994389000000001)",20648.965723017216
3867171341,40.3601057,-3.6989471,"(40.360105699999998, -3.6989470999999998)",20662.829295755037
3867171348,40.3601508,-3.6991361,"(40.3601508, -3.6991361)",20652.701601791774
3867171352,40.3601829,-3.6998885,"(40.360182899999998, -3.6998885000000001)",20627.9236682006
3867171356,40.360209,-3.7005612,"(40.360208999999998, -3.7005612000000001)",20606.185124463183
3867171358,40.3602385,-3.7006637,"(40.360238500000001, -3.7006636999999998)",20600.20655089104
3867171359,40.3602575,-3.6995254,"(40.360257500000003, -3.6995254000000002)",20630.421883972365
3867171372,40.360333,-3.7001344,"(40.360332999999997, -3.7001344)",20605.22408654202
3867171376,40.3603495,-3.7003688,"(40.360349499999998, -3.7003688000000001)",20596.86991369654
3867171401,40.3605108,-3.7005828,"(40.3605108, -3.7005827999999998)",20573.916193636815
3867171402,40.3605117,-3.7004087,"(40.360511700000004, -3.7004087000000001)",20578.732826411953
3889050349,40.35959,-3.7005729,"(40.359589999999997, -3.7005729000000001)",20670.811545144184
3889050351,40.3596236,-3.7006585,"(40.359623599999999, -3.7006584999999999)",20664.884434451335
3889050354,40.3596532,-3.7005418,"(40.359653199999997, -3.7005417999999999)",20665.051273487028
3889050356,40.3596799,-3.7006313,"(40.359679900000003, -3.7006313)",20659.73768608158
3889050659,40.3597164,-3.700512,"(40.359716400000003, -3.7005119999999998)",20659.255604681577
3889050661,40.3597362,-3.700604,"(40.3597362, -3.7006039999999998)",20654.594615503433
3889050676,40.359916,-3.7010098,"(40.359915999999998, -3.7010098)",20624.352074115875
3889050686,40.3600819,-3.7014427,"(40.360081899999997, -3.7014426999999999)",20594.847056681683
3889050687,40.3600928,-3.7012431,"(40.360092799999997, -3.7012431000000001)",20599.268077085704
3889050697,40.3602261,-3.7013585,"(40.360226099999998, -3.7013585)",20582.047873886004
3889050709,40.3604069,-3.7010059,"(40.360406900000001, -3.7010059000000002)",20572.925996773163
3889050720,40.3605363,-3.7011575,"(40.3605363, -3.7011574999999999)",20555.094738410717
3889050724,40.3605876,-3.7008801,"(40.360587600000002, -3.7008801)",20557.4924487409
3889050727,40.3606439,-3.7010837,"(40.360643899999999, -3.7010836999999999)",20545.868356613697
3891884036,40.3572679,-3.7011742,"(40.357267899999997, -3.7011742000000001)",20898.08988187213
3891888546,40.3586219,-3.7006763,"(40.358621900000003, -3.7006763)",20769.565985678495
3891888550,40.3586648,-3.7008266,"(40.3586648, -3.7008266000000001)",20760.871649671655
3891888553,40.3586925,-3.7006454,"(40.358692499999997, -3.7006454)",20763.0127909649
3891888557,40.358716,-3.7005226,"(40.358716000000001, -3.7005226000000002)",20763.97399409321
3891888559,40.3587323,-3.7007957,"(40.3587323, -3.7007957)",20754.641552029996
3893456801,40.3579011,-3.7025572,"(40.357901099999999, -3.7025572000000002)",20793.577987977624
3893456812,40.3581527,-3.7024442,"(40.358152699999998, -3.7024442)",20770.15604180277
3893456833,40.3585623,-3.6999239,"(40.358562300000003, -3.6999238999999999)",20796.886816667327
3893456851,40.3587224,-3.7021905,"(40.358722399999998, -3.7021904999999999)",20717.12016683659
3893460369,40.3588574,-3.7021312,"(40.358857399999998, -3.7021312000000002)",20704.541699914244
3893460375,40.3589708,-3.7014834,"(40.358970800000002, -3.7014833999999999)",20710.478862490007
3893460381,40.3590482,-3.7017609,"(40.359048199999997, -3.7017609)",20694.668839239013
3893460396,40.3591276,-3.7014103,"(40.359127600000001, -3.7014103)",20696.022154331684
3893460402,40.3591988,-3.7016919,"(40.359198800000001, -3.7016919000000001)",20680.739815151534
3893460403,40.3592235,-3.7019383,"(40.359223499999999, -3.7019383000000001)",20671.338009759053
3895147568,40.3573452,-3.701266,"(40.357345199999997, -3.7012659999999999)",20887.430806768592
3895147570,40.3573789,-3.7013975,"(40.3573789, -3.7013975000000001)",20880.268178233593
3895147580,40.3574219,-3.7012311,"(40.357421899999999, -3.7012311000000002)",20880.323512735027
3895147589,40.3574525,-3.7013626,"(40.357452500000001, -3.7013625999999999)",20873.484538653156
3895147606,40.3575814,-3.7014122,"(40.357581400000001, -3.7014122)",20858.559210075124
3895147610,40.3576304,-3.7016085,"(40.357630399999998, -3.7016084999999999)",20848.00815452387
3895147612,40.357654,-3.7012968,"(40.357653999999997, -3.7012968000000002)",20854.099815983813
3895147618,40.357739,-3.7027888,"(40.357739000000002, -3.7027888)",20804.36755582106
3895147619,40.3577471,-3.7012566,"(40.357747099999997, -3.7012565999999998)",20845.416202340326
3895147620,40.3577594,-3.7028667,"(40.357759399999999, -3.7028667)",20800.10658188568
3895147624,40.3578258,-3.7012163,"(40.357825800000001, -3.7012163)",20838.251735731526
3895147628,40.3578586,-3.7026882,"(40.3578586, -3.7026881999999999)",20794.494715555986
3895147629,40.3578718,-3.7012834,"(40.357871799999998, -3.7012833999999999)",20831.562254459648
3895147633,40.3579087,-3.7028814,"(40.357908700000003, -3.7028813999999999)",20783.97371526173
