id_OSM,lat_OSM,lon_OSM,coord_OSM,distance
4810126221,40.4530041,-3.7706177,"(40.453004100000001, -3.7706176999999999)",9140.065257462726
4907732166,40.4061597,-3.7257371,"(40.406159700000003, -3.7257370999999999)",15069.68053306892
4994377362,40.4114876,-3.6806519,"(40.411487600000001, -3.6806519)",16165.207188396611
5014664921,40.5346306,-3.7873358,"(40.5346306, -3.7873358000000001)",458.17197503897086
5017117015,40.5080954,-3.6980126,"(40.508095400000002, -3.6980126000000002)",7687.819592045883
5025000037,40.4157764,-3.7086889,"(40.415776399999999, -3.7086888999999998)",14609.491288044987
5050304121,40.4587521,-3.7155952,"(40.458752099999998, -3.7155952000000001)",10143.015361194099
5086437450,40.4430873,-3.7057602,"(40.443087300000002, -3.7057601999999998)",12058.134563756263
5086454364,40.4448255,-3.707679,"(40.4448255, -3.7076790000000002)",11807.993743258816
5086461228,40.4444381,-3.7093391,"(40.444438099999999, -3.7093390999999998)",11770.664272723296
5087078122,40.4695499,-3.5692849,"(40.469549899999997, -3.5692849)",19389.548035378295
5102771713,40.3643996,-3.7652607,"(40.364399599999999, -3.7652606999999998)",18997.48648126187
5126313627,40.4678629,-3.758612,"(40.4678629, -3.7586119999999998)",7694.024002607928
5161242781,40.4324367,-3.6114361,"(40.432436699999997, -3.6114361000000001)",18369.897581502864
5220262671,40.4055631,-3.6751808,"(40.405563100000002, -3.6751808000000001)",16969.617367037874
5254166105,40.4395193,-3.6885459,"(40.439519300000001, -3.6885458999999998)",13211.060315917475
