id_OSM,lat_OSM,lon_OSM,coord_OSM,distance
1464142407,40.4414624,-3.6902285,"(40.441462399999999, -3.6902284999999999)",12952.659997948218
1474140979,40.4142047,-3.7271868,"(40.414204699999999, -3.7271868000000001)",14182.736324745261
1474140980,40.4290608,-3.6687341,"(40.429060800000002, -3.6687341)",15159.848607043641
1504407832,40.4874,-3.5909,"(40.487400000000001, -3.5909)",16989.18137298514
1517405751,40.4269252,-3.7038301,"(40.426925199999999, -3.7038300999999998)",13690.058289468372
1518829871,40.4695759,-3.6326981,"(40.469575900000002, -3.6326980999999998)",14552.75487441522
1591488129,40.4155784,-3.684145,"(40.415578400000001, -3.684145)",15622.589875382906
1743699840,40.4189236,-3.6935925,"(40.418923599999999, -3.6935924999999998)",14891.378346494743
1802463854,40.4586098,-3.7076673,"(40.458609799999998, -3.7076673000000002)",10541.408521636742
1802463886,40.4593255,-3.7253235,"(40.459325499999998, -3.7253235)",9656.720635402906
1802463898,40.4594691,-3.7186728,"(40.4594691, -3.7186727999999998)",9934.096487181027
1828866774,40.4982765,-3.6956823,"(40.498276500000003, -3.6956823000000001)",8343.133290728858
1851695655,40.4812269,-3.7137248,"(40.481226900000003, -3.7137248)",8286.671856481007
1888592115,40.4157491,-3.6732592,"(40.415749099999999, -3.6732591999999999)",16113.618210424665
1892827824,40.4589666,-3.7207913,"(40.458966599999997, -3.7207913000000001)",9886.374979836943
1892827827,40.4582789,-3.7181601,"(40.458278900000003, -3.7181601)",10069.082853998678
1893858187,40.4820048,-3.7153645,"(40.482004799999999, -3.7153645000000002)",8128.1115141569135
1893858195,40.4814234,-3.7161879,"(40.481423399999997, -3.7161879)",8127.124393703007
1916805095,40.427687,-3.7278674,"(40.427686999999999, -3.7278674000000001)",12753.7945493664
1916805100,40.4604187,-3.7238039,"(40.460418699999998, -3.7238039000000001)",9616.344498172535
1917865206,40.4182602,-3.6763924,"(40.418260199999999, -3.6763924000000001)",15733.004305074368
1932126801,40.4590453,-3.582668,"(40.4590453, -3.582668)",18838.171483056278
1954448415,40.4586195,-3.723305,"(40.458619499999998, -3.7233049999999999)",9810.170396965848
1992836768,40.4595438,-3.7213113,"(40.459543799999999, -3.7213113)",9808.642217482104
1992838962,40.4582152,-3.7231648,"(40.458215199999998, -3.7231648000000002)",9854.982747428026
2046863335,40.4507919,-3.675628,"(40.450791899999999, -3.6756280000000001)",12961.179402378097
2371641153,40.4090546,-3.744674,"(40.409054599999997, -3.7446739999999998)",14329.098590666166
2416327918,40.383587,-3.7720682,"(40.383586999999999, -3.7720682000000001)",16831.61007108481
2416331089,40.3838649,-3.7705179,"(40.383864899999999, -3.7705179000000002)",16807.758052375153
2416331091,40.3829046,-3.7747772,"(40.382904600000003, -3.7747771999999999)",16897.667591359663
2494897762,40.4076385,-3.674152,"(40.407638499999997, -3.6741519999999999)",16821.589099488803
2494901875,40.4098572,-3.7152829,"(40.409857199999998, -3.7152829000000001)",14989.756778023675
2495409183,40.408512,-3.6787212,"(40.408512000000002, -3.6787212)",16532.586105101942
2496787801,40.4165255,-3.669605,"(40.416525499999999, -3.6696049999999998)",16221.892924835234
2496787803,40.4169324,-3.6761411,"(40.4169324, -3.6761411000000002)",15866.861447269843
2496787804,40.4183443,-3.6855094,"(40.418344300000001, -3.6855093999999999)",15300.539376488863
2500990740,40.4050934,-3.6746206,"(40.405093399999998, -3.6746205999999999)",17039.09568868364
2527420077,40.4133699,-3.6814686,"(40.413369899999999, -3.6814686000000001)",15951.070373097966
2563299638,40.4494926,-3.6757788,"(40.449492599999999, -3.6757787999999998)",13056.94557884422
2563299640,40.4501878,-3.6765324,"(40.450187800000002, -3.6765324000000001)",12956.940235418697
2563304847,40.4514114,-3.6749166,"(40.451411399999998, -3.6749166)",12953.57899323223
2623339506,40.4335717,-3.616938,"(40.433571700000002, -3.6169380000000002)",17927.188163595594
2623339508,40.4255948,-3.6259996,"(40.425594799999999, -3.6259996000000001)",17926.148821656298
2624160636,40.4124312,-3.7556711,"(40.4124312, -3.7556710999999998)",13782.804429557626
2823633513,40.4323957,-3.6779632,"(40.432395700000001, -3.6779632000000002)",14383.771220643102
2861771473,40.4272963,-3.708589,"(40.427296300000002, -3.7085889999999999)",13463.726849575136
2883034889,40.4421112,-3.7054054,"(40.442111199999999, -3.7054054000000001)",12166.012613028006
2910015459,40.4417065,-3.6793004,"(40.441706500000002, -3.6793003999999998)",13505.672201411038
2928478381,40.4209228,-3.7233767,"(40.4209228, -3.7233767000000002)",13592.701035295238
2928885261,40.4194271,-3.6916391,"(40.4194271, -3.6916391000000002)",14926.839638246352
2946159114,40.4113959,-3.6970807,"(40.411395900000002, -3.6970806999999999)",15482.426047648432
2946208308,40.416675,-3.7084532,"(40.416674999999998, -3.7084532000000001)",14527.541665044175
2946232759,40.4467186,-3.7137422,"(40.446718599999997, -3.7137422)",11361.44423486664
2946232761,40.460128,-3.7066309,"(40.460127999999997, -3.7066309)",10459.362371563016
2946232762,40.4648181,-3.6999539,"(40.464818100000002, -3.6999539000000001)",10417.349674090941
2946232764,40.4664598,-3.7012578,"(40.466459800000003, -3.7012578)",10207.682702835056
2946271316,40.4735705,-3.720387,"(40.473570500000001, -3.7203870000000001)",8564.574067469055
2946271317,40.4740471,-3.7204084,"(40.4740471, -3.7204084000000002)",8521.41506387277
2946271319,40.4754267,-3.7209654,"(40.4754267, -3.7209653999999999)",8371.277153571964
2946271320,40.4758441,-3.7219845,"(40.475844100000003, -3.7219845)",8281.710188301326
2946271321,40.4760356,-3.7218594,"(40.476035600000003, -3.7218594)",8271.363562176568
2960394786,40.3900118,-3.7600156,"(40.390011800000003, -3.7600156)",16202.707912943766
2960394790,40.3994115,-3.7175535,"(40.399411499999999, -3.7175535000000002)",16005.97868089821
2960394796,40.3996352,-3.7440121,"(40.399635199999999, -3.7440121)",15364.50270739755
2960394820,40.4000875,-3.7471788,"(40.400087499999998, -3.7471787999999999)",15261.435597937549
2981319370,40.4570845,-3.6025607,"(40.457084500000001, -3.6025607000000002)",17456.314633071506
2981324452,40.4607315,-3.5947597,"(40.460731500000001, -3.5947597)",17841.59489879571
2981348699,40.4413999,-3.6263888,"(40.4413999, -3.6263888)",16758.609292797275
2990888216,40.4553214,-3.6263901,"(40.455321400000003, -3.6263901000000001)",15844.946648327703
2991168859,40.5310741,-3.7920328,"(40.531074099999998, -3.7920327999999999)",946.8288644140731
3005075470,40.4086259,-3.6390841,"(40.408625899999997, -3.6390840999999998)",18514.52381588831
3005414335,40.3989194,-3.7535894,"(40.398919399999997, -3.7535894000000001)",15294.60493753902
3006321252,40.416696,-3.6656627,"(40.416696000000002, -3.6656626999999999)",16404.317276885555
3011267671,40.4161782,-3.6124421,"(40.416178199999997, -3.6124421)",19480.126180691004
3014927905,40.4102173,-3.6332127,"(40.410217299999999, -3.6332127000000001)",18711.084406937185
3035326645,40.4206074,-3.6597994,"(40.420607400000002, -3.6597993999999998)",16366.633578783918
3035326646,40.4207856,-3.661015,"(40.420785600000002, -3.6610149999999999)",16286.467955289641
3051156414,40.4126871,-3.6342143,"(40.412687099999999, -3.6342143)",18451.02106841896
3055024260,40.4654034,-3.6871944,"(40.4654034, -3.6871944000000001)",11119.311965120685
3055024261,40.4642221,-3.687589,"(40.464222100000001, -3.687589)",11187.05173623015
3100182024,40.4050503,-3.6703853,"(40.405050299999999, -3.6703853)",17236.726707216516
3117313482,40.4139852,-3.6883626,"(40.413985199999999, -3.6883626)",15589.052272993686
3150449393,40.4180163,-3.7380824,"(40.418016299999998, -3.7380824000000001)",13500.907416909897
3150449394,40.4181394,-3.742834,"(40.418139400000001, -3.7428340000000002)",13382.78172189001
3150808038,40.421697,-3.7307997,"(40.421697000000002, -3.7307996999999999)",13295.19139774079
3170272294,40.4120637,-3.6897489,"(40.412063699999997, -3.6897489000000001)",15715.066636219964
3176569573,40.4277667,-3.7361333,"(40.427766699999999, -3.7361333000000001)",12511.671817985596
3179585474,40.4119376,-3.7745309,"(40.411937600000002, -3.7745308999999998)",13671.919855238177
3357697400,40.4285856,-3.7217433,"(40.428585599999998, -3.7217433)",12856.735241497514
3361315286,40.4307789,-3.7337551,"(40.4307789, -3.7337551000000002)",12258.902325875571
3370152669,40.3564846,-3.6978708,"(40.356484600000002, -3.6978708)",21063.24034940173
3371812386,40.3563693,-3.6987094,"(40.356369299999997, -3.6987093999999998)",21051.458403047425
3387715379,40.4649081,-3.6027729,"(40.464908100000002, -3.6027729000000002)",17025.83481663302
3392966960,40.4443661,-3.6448858,"(40.444366100000003, -3.6448858)",15342.122493244151
3394190477,40.4268174,-3.6328736,"(40.426817399999997, -3.6328735999999999)",17408.525351266766
3395833336,40.4167336,-3.6784981,"(40.416733600000001, -3.6784981000000001)",15773.642365654521
3413251898,40.4400674,-3.6394996,"(40.440067399999997, -3.6394996000000002)",15999.998286290454
3417769817,40.4354484,-3.6576251,"(40.435448399999999, -3.6576251000000002)",15247.827091523655
3429023897,40.4213667,-3.6218804,"(40.4213667, -3.6218804000000002)",18501.670882761227
3429111398,40.4342108,-3.6229134,"(40.434210800000002, -3.6229133999999998)",17490.941241428493
3439157637,40.4459121,-3.6480075,"(40.445912100000001, -3.6480074999999998)",15029.92562267549
3439157638,40.4505198,-3.6518108,"(40.450519800000002, -3.6518107999999998)",14451.380644025676
3457872687,40.448036,-3.6499589,"(40.448036000000002, -3.6499589000000001)",14750.282576460022
3463021602,40.4242798,-3.6732824,"(40.424279800000001, -3.6732824000000002)",15342.389888082951
3494845457,40.4388631,-3.6384911,"(40.438863099999999, -3.6384911)",16152.525458233516
3497491528,40.4284446,-3.6491897,"(40.428444599999999, -3.6491897)",16304.490846726761
3497610236,40.4172923,-3.680829,"(40.4172923, -3.6808290000000001)",15613.057956261691
3497615272,40.4246029,-3.718901,"(40.424602899999996, -3.7189009999999998)",13358.862551701843
3497619832,40.4249412,-3.7169773,"(40.424941199999999, -3.7169772999999999)",13390.31429432564
3497669672,40.4111962,-3.6810031,"(40.411196199999999, -3.6810030999999999)",16177.006181993669
3499620848,40.4562662,-3.622308,"(40.456266200000002, -3.6223079999999999)",16075.384896374808
3499620852,40.4575167,-3.6216395,"(40.457516699999999, -3.6216395000000001)",16047.93239438684
3500566148,40.4233753,-3.7116974,"(40.423375299999996, -3.7116973999999998)",13736.564539638159
3500567653,40.4225917,-3.7129495,"(40.422591699999998, -3.7129495000000001)",13769.9935965451
3500619801,40.4251674,-3.7180734,"(40.425167399999999, -3.7180734000000002)",13329.524756376135
3506636120,40.4495739,-3.5934935,"(40.449573899999997, -3.5934935000000001)",18540.09712153125
3507232999,40.4976391,-3.6937871,"(40.497639100000001, -3.6937871000000002)",8517.687867664237
3510131454,40.4341935,-3.6578591,"(40.434193499999999, -3.6578591)",15335.725820296042
3510203609,40.3533161,-3.693616,"(40.353316100000001, -3.693616)",21517.777546952304
3510203950,40.355433,-3.6937086,"(40.355432999999998, -3.6937085999999999)",21294.35052547474
3514716616,40.3947481,-3.6877738,"(40.394748100000001, -3.6877738)",17489.34239744087
3515563469,40.4258149,-3.62547,"(40.425814899999999, -3.62547)",17942.590838836222
3516311431,40.3982623,-3.7320796,"(40.398262299999999, -3.7320796000000001)",15753.646912569699
3519204115,40.4020093,-3.6935836,"(40.402009300000003, -3.6935836000000002)",16546.380780538868
3519204120,40.4027643,-3.6947126,"(40.402764300000001, -3.6947125999999999)",16428.355842751494
3533873126,40.4971581,-3.6262801,"(40.4971581, -3.6262800999999998)",13807.760141637707
3572732393,40.4503416,-3.6766112,"(40.450341600000002, -3.6766112)",12939.9346555864
3577606786,40.4867946,-3.6256069,"(40.486794600000003, -3.6256069000000002)",14252.906457362677
3577606822,40.4881568,-3.6254753,"(40.488156799999999, -3.6254753000000002)",14207.162660593642
3577606884,40.4893154,-3.6243316,"(40.489315400000002, -3.6243316000000001)",14250.971488151707
3577606918,40.4898558,-3.6280939,"(40.489855800000001, -3.6280939000000001)",13932.240726851687
3577606962,40.4904548,-3.6326215,"(40.490454800000002, -3.6326214999999999)",13551.077591913756
3577607051,40.4949048,-3.6283411,"(40.4949048, -3.6283411000000001)",13720.817976563258
3579137300,40.4453905,-3.6288655,"(40.445390500000002, -3.6288654999999999)",16320.356158594255
3634101883,40.3903633,-3.6818381,"(40.390363299999997, -3.6818380999999998)",18153.83233225504
3634101894,40.3926772,-3.6834434,"(40.392677200000001, -3.6834433999999998)",17862.74666065659
3643291471,40.402811,-3.6682853,"(40.402811, -3.6682853)",17542.52731549049
3657173242,40.4332502,-3.728088,"(40.433250200000003, -3.7280880000000001)",12171.113845014068
3657652927,40.4127548,-3.6932535,"(40.412754800000002, -3.6932535)",15502.715143696092
3657771745,40.4531113,-3.5973653,"(40.453111300000003, -3.5973652999999999)",18058.00786046856
3657800032,40.3989127,-3.7256179,"(40.398912699999997, -3.7256179)",15839.732085259668
3697360446,40.392434,-3.7006744,"(40.392434000000002, -3.7006744)",17255.662249653276
3697360448,40.3955178,-3.7071131,"(40.3955178, -3.7071130999999999)",16727.86403577298
3697360449,40.3969568,-3.7112583,"(40.396956799999998, -3.7112582999999999)",16449.073250008216
3697360452,40.4101664,-3.7225123,"(40.410166400000001, -3.7225123)",14738.221704318912
3733446724,40.3829853,-3.7118003,"(40.382985300000001, -3.7118003000000002)",17890.62440370849
3733455295,40.3745193,-3.7087134,"(40.374519300000003, -3.7087134000000002)",18865.85286157349
3776287075,40.4073802,-3.5907803,"(40.407380199999999, -3.5907803)",21498.665963863416
3778654886,40.4169919,-3.6612846,"(40.416991899999999, -3.6612846000000001)",16603.079409285194
3778875221,40.3987462,-3.6696685,"(40.398746199999998, -3.6696685000000002)",17860.026504752495
3785145940,40.4589519,-3.659516,"(40.458951900000002, -3.659516)",13349.875696804109
3827482091,40.5439954,-3.6958078,"(40.5439954, -3.6958077999999999)",7351.230038655744
3912611669,40.3542998,-3.7042985,"(40.3542998, -3.7042985000000002)",21116.598399996947
3933243487,40.4027257,-3.641345,"(40.402725699999998, -3.6413449999999998)",18895.836310999788
3936936441,40.4079236,-3.7634492,"(40.407923599999997, -3.7634492000000002)",14190.39214283539
3951792357,40.4670204,-3.6942972,"(40.467020400000003, -3.6942971999999998)",10565.602873174283
3955088389,40.4026887,-3.6411958,"(40.402688699999999, -3.6411958000000002)",18906.98459503565
3961357666,40.4728058,-3.6999045,"(40.472805800000003, -3.6999045000000002)",9774.75330056788
3964214899,40.4673012,-3.6618917,"(40.467301200000001, -3.6618917)",12621.184870645675
3964249625,40.4770876,-3.6668164,"(40.477087599999997, -3.6668164000000001)",11655.710706729711
3973689277,40.445319,-3.6309041,"(40.445318999999998, -3.6309041)",16188.789770926682
3973699909,40.4466327,-3.6299745,"(40.446632700000002, -3.6299744999999999)",16161.80642369022
3981909015,40.4352205,-3.6411148,"(40.4352205, -3.6411148)",16259.751766524534
3984152815,40.4421918,-3.6619012,"(40.442191800000003, -3.6619012)",14457.085564844892
3985895003,40.4459275,-3.6654321,"(40.445927500000003, -3.6654320999999999)",13951.551609104688
3986836405,40.4724428,-3.6389914,"(40.472442800000003, -3.6389914000000001)",13932.180108037512
3999057370,40.512484,-3.6678101,"(40.512484000000001, -3.6678101000000001)",9959.685307685186
4062129992,40.4463267,-3.6296203,"(40.4463267, -3.6296203)",16206.293907851477
4062129993,40.4463425,-3.6294386,"(40.4463425, -3.6294385999999998)",16217.447742220678
4065603213,40.4510423,-3.6567279,"(40.451042299999997, -3.6567278999999999)",14098.746448561375
4065603214,40.4511638,-3.6579993,"(40.451163800000003, -3.6579993000000002)",14009.176316174267
4116738893,40.3804416,-3.646788,"(40.380441599999997, -3.6467879999999999)",20622.241645974213
4116738894,40.3998769,-3.7628733,"(40.399876900000002, -3.7628732999999999)",15085.412881636203
4121646838,40.4485004,-3.6572498,"(40.4485004, -3.6572498000000002)",14254.442221785124
4127645075,40.4098195,-3.6609597,"(40.409819499999998, -3.6609596999999998)",17255.89075339603
4127649539,40.3768608,-3.6601327,"(40.376860800000003, -3.6601327000000001)",20360.627241882423
4149600025,40.4525253,-3.6642268,"(40.452525299999998, -3.6642267999999998)",13516.570200458846
4199356210,40.4136093,-3.6401034,"(40.413609299999997, -3.6401034000000001)",18040.459234986185
4210986249,40.4856629,-3.6581509,"(40.485662900000001, -3.6581508999999999)",11803.612854483736
4214295911,40.4945969,-3.6604199,"(40.494596899999998, -3.6604198999999999)",11201.47168143901
4215726084,40.442978,-3.6105963,"(40.442977999999997, -3.6105963000000001)",17724.82548239528
4219016930,40.4951075,-3.6885424,"(40.495107500000003, -3.6885424000000002)",9042.240198876805
4227924890,40.4144412,-3.6790489,"(40.414441199999999, -3.6790489000000002)",15961.037026438844
4236658383,40.3778041,-3.6611465,"(40.377804099999999, -3.6611465000000001)",20226.684584179457
4237288297,40.4254296,-3.6922473,"(40.425429600000001, -3.6922473)",14329.808075136025
4252391337,40.3923846,-3.6857146,"(40.3923846, -3.6857145999999998)",17802.843437647964
4253379167,40.4893676,-3.6519762,"(40.489367600000001, -3.6519762)",12091.051166126244
4254265573,40.3748395,-3.6872113,"(40.3748395, -3.6872113)",19506.750614591798
4265348136,40.4126704,-3.7532548,"(40.412670400000003, -3.7532548000000001)",13791.025752428692
4330503376,40.3548719,-3.700859,"(40.354871899999999, -3.7008589999999999)",21148.779138211627
4330510614,40.4558633,-3.6249419,"(40.455863299999997, -3.6249419000000001)",15913.442806358209
4330510653,40.4760747,-3.6428702,"(40.476074699999998, -3.6428701999999999)",13447.725488133083
4330516730,40.4593696,-3.7123796,"(40.459369600000002, -3.7123795999999998)",10239.614731375512
4330516733,40.4611203,-3.713189,"(40.461120299999997, -3.7131889999999999)",10041.006191906372
4330516734,40.4622699,-3.7003339,"(40.462269900000003, -3.7003339)",10609.738926483913
4330668671,40.4305461,-3.6445607,"(40.430546100000001, -3.6445607)",16410.62154293859
4331338091,40.4185785,-3.7300601,"(40.418578500000002, -3.7300601000000002)",13643.679124384693
4331338099,40.4252315,-3.7186942,"(40.425231500000002, -3.7186941999999998)",13301.799808096765
4331338107,40.4278158,-3.7243487,"(40.427815799999998, -3.7243487000000002)",12850.266535963292
4331338109,40.4284127,-3.7215643,"(40.428412700000003, -3.7215642999999998)",12880.39479074928
4331358252,40.4093851,-3.6804806,"(40.409385100000002, -3.6804806000000001)",16371.642105878995
4332033572,40.4545942,-3.7228343,"(40.454594200000003, -3.7228343000000002)",10218.509550857656
4332033574,40.4575496,-3.7170906,"(40.4575496, -3.7170906000000001)",10186.102541319882
4332033575,40.4577502,-3.7232446,"(40.4577502, -3.7232446000000001)",9896.302685831173
4332033576,40.4587395,-3.7178724,"(40.4587395, -3.7178724000000001)",10038.956087626246
4332033577,40.460531,-3.7214807,"(40.460531000000003, -3.7214806999999999)",9707.625031671296
4332033578,40.4606913,-3.7220983,"(40.460691300000001, -3.7220982999999999)",9665.021615468997
4332033579,40.4609703,-3.718596,"(40.4609703, -3.7185959999999998)",9797.327741556857
4332033581,40.4623567,-3.7182358,"(40.462356700000001, -3.7182358)",9685.448768437633
4332102974,40.4125615,-3.7151563,"(40.412561500000002, -3.7151562999999999)",14715.555278882228
4332121748,40.3813012,-3.7756315,"(40.381301200000003, -3.7756314999999998)",17073.48956168849
4332132433,40.4203569,-3.6324855,"(40.420356900000002, -3.6324855)",17935.081950694283
4332132438,40.4270565,-3.6405785,"(40.427056499999999, -3.6405785000000002)",16923.50030650841
4332138441,40.369355,-3.7642303,"(40.369354999999999, -3.7642302999999999)",18454.746529526725
4332355414,40.4337568,-3.7420786,"(40.433756799999998, -3.7420786000000001)",11725.547127257747
4333068041,40.4302336,-3.7259085,"(40.430233600000001, -3.7259085000000001)",12551.377250358442
4333068048,40.4350204,-3.7270677,"(40.435020399999999, -3.7270677000000001)",12021.775430457841
4333068049,40.4355529,-3.7246408,"(40.435552899999998, -3.7246408)",12048.241602199754
4335288007,40.4473749,-3.6709318,"(40.4473749, -3.6709318)",13510.66737011956
4339941543,40.3854136,-3.673315,"(40.3854136, -3.6733150000000001)",18981.260863711515
4340080832,40.450413,-3.771261,"(40.450412999999998, -3.771261)",9421.37193945901
4340080833,40.4504186,-3.7709395,"(40.450418599999999, -3.7709394999999999)",9423.392791770575
4340080845,40.4543398,-3.7651854,"(40.4543398, -3.7651854)",9052.701233672773
4340980994,40.373576,-3.6184562,"(40.373576, -3.6184561999999998)",22642.41715142715
4344517489,40.4688776,-3.7219693,"(40.468877599999999, -3.7219693)",8908.016784836806
4347754191,40.4647616,-3.7129248,"(40.464761600000003, -3.7129248000000001)",9726.89582484246
4347754197,40.4679761,-3.7046798,"(40.467976100000001, -3.7046798000000001)",9889.286113134298
4354434308,40.4107233,-3.6872214,"(40.410723300000001, -3.6872213999999999)",15951.05583109858
4376883228,40.4316343,-3.6246518,"(40.431634299999999, -3.6246518000000001)",17564.030846815145
4395887289,40.4652519,-3.6505763,"(40.465251899999998, -3.6505763)",13531.981325748904
4395887389,40.463063,-3.6472333,"(40.463062999999998, -3.6472332999999999)",13903.323502693775
4396225695,40.4705536,-3.6404463,"(40.470553600000002, -3.6404462999999998)",13932.186436180795
4403299621,40.4397077,-3.704509,"(40.4397077, -3.7045089999999998)",12433.02200860012
4403559003,40.4338592,-3.7458415,"(40.433859200000001, -3.7458415)",11627.054032393706
4403559004,40.4329081,-3.7496148,"(40.432908099999999, -3.7496147999999998)",11650.189636445193
4404969182,40.40942,-3.7778345,"(40.409419999999997, -3.7778345)",13941.931850004192
4406606777,40.4242191,-3.6753988,"(40.424219100000002, -3.6753988)",15241.249486702454
4413513647,40.4253005,-3.6211454,"(40.425300499999999, -3.6211454000000001)",18252.299469138212
4427657680,40.4238786,-3.6392471,"(40.423878600000002, -3.6392471)",17254.255091505514
4434093289,40.4150021,-3.720531,"(40.415002100000002, -3.7205309999999998)",14293.784289484052
4439535956,40.4238845,-3.6986234,"(40.4238845, -3.6986233999999998)",14200.668523564298
4450589297,40.3645351,-3.5985856,"(40.364535099999998, -3.5985855999999998)",24477.175542588
4470353161,40.4859906,-3.7169703,"(40.485990600000001, -3.7169702999999998)",7716.94312478764
4523230500,40.4703197,-3.6485307,"(40.470319699999997, -3.6485306999999998)",13363.55399398963
4663033397,40.4159224,-3.7114412,"(40.415922399999999, -3.7114411999999999)",14497.461089325569
4667303285,40.4454845,-3.6313739,"(40.445484499999999, -3.6313738999999998)",16146.114492358109
4788639621,40.4756988,-3.7053796,"(40.475698800000004, -3.7053796000000001)",9219.877070505237
4810100127,40.4529701,-3.7705908,"(40.452970100000002, -3.7705907999999999)",9144.064364805177
