DISTRITO,BARRIO,MODELO,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,id_OSM,lat_OSM,lon_OSM,coord_OSM,name_OSM,score_OSM,coord
FUENCARRAL-EL PARDO,PEÑAGRANDE,MU-16,438783.7947,4480384.548,-3.7221484184265137,40.471885681152344,node/4416327923,40.4714887,-3.721886,"(40.471488700000002, -3.721886)",,49.42322915451152,"(40.471488700000002, -3.721886)"
FUENCARRAL-EL PARDO,PEÑAGRANDE,MU-16,438822.7088,4480385.992,-3.721689462661743,40.471900939941406,node/4416327923,40.4714887,-3.721886,"(40.471488700000002, -3.721886)",,48.77437677091059,"(40.471488700000002, -3.721886)"
FUENCARRAL-EL PARDO,PEÑAGRANDE,MU-16,438790.277,4480386.136,-3.722071886062622,40.471900939941406,node/4416327923,40.4714887,-3.721886,"(40.471488700000002, -3.721886)",,48.47450649143874,"(40.471488700000002, -3.721886)"
TETUÁN,VALDEACEDERAS,MU-16,440452.6062,4480373.455,-3.7024621963500977,40.47190856933594,node/5008084757,40.4718306,-3.7026943,"(40.471830599999997, -3.7026943000000001)",,21.468430174950242,"(40.471830599999997, -3.7026943000000001)"
TETUÁN,ALMENARA,MU-17,440766.0542,4480373.751,-3.6987648010253906,40.47193145751953,node/3590492187,40.4715688,-3.6987396,"(40.4715688, -3.6987396000000001)",,40.39335888483201,"(40.4715688, -3.6987396000000001)"
TETUÁN,VALDEACEDERAS,MU-16,440424.6064,4480381.455,-3.7027931213378906,40.47197723388672,node/5008084757,40.4718306,-3.7026943,"(40.471830599999997, -3.7026943000000001)",,18.32801383423849,"(40.471830599999997, -3.7026943000000001)"
TETUÁN,VALDEACEDERAS,MU-16,440433.6064,4480384.455,-3.7026872634887695,40.47200393676758,node/5008084757,40.4718306,-3.7026943,"(40.471830599999997, -3.7026943000000001)",,19.288790344203168,"(40.471830599999997, -3.7026943000000001)"
TETUÁN,ALMENARA,MU-17,440601.4253,4480383.983,-3.7007076740264893,40.47201156616211,node/3489041956,40.4720838,-3.7001926,"(40.4720838, -3.7001925999999998)",,44.31599485472291,"(40.4720838, -3.7001925999999998)"
TETUÁN,VALDEACEDERAS,MU-16,440440.6064,4480387.455,-3.7026050090789795,40.4720344543457,node/5008084757,40.4718306,-3.7026943,"(40.471830599999997, -3.7026943000000001)",,23.899543853444836,"(40.471830599999997, -3.7026943000000001)"
TETUÁN,VALDEACEDERAS,MU-16,440448.6063,4480390.455,-3.7025110721588135,40.47206115722656,node/5008084756,40.4723478,-3.7021324,"(40.472347800000001, -3.7021324)",,45.20014630968726,"(40.472347800000001, -3.7021324)"
TETUÁN,ALMENARA,MU-17,440649.6051,4480390.452,-3.7001399993896484,40.472076416015625,node/3489041956,40.4720838,-3.7001926,"(40.4720838, -3.7001925999999998)",,4.525801955487651,"(40.4720838, -3.7001925999999998)"
TETUÁN,ALMENARA,MU-17,440647.6051,4480397.452,-3.700164318084717,40.472137451171875,node/3489041956,40.4720838,-3.7001926,"(40.4720838, -3.7001925999999998)",,6.429348511510297,"(40.4720838, -3.7001925999999998)"
