CODIGO,ZONA VERDE / VIA PUBLICA,DISTRITO,DIRECCION,COMPLEMENTO DE DIRECCI”N,X_ETRS89,Y_ETRS89,SISTEMA DE COORDENADAS,ESTADO,OBSERVACIONES,FECHA DATOS,LONGITUD,LATITUD,id_OSM,lat_OSM,lon_OSM,coord_OSM,name_OSM,score_OSM,coord
FUE_02-03_0000000044,VP,RETIRO,ALCALDE SAINZ DE BARANDA Nº 20 (Nº 18 EN EL BULEVAR),,442625.9453,4474250.381,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6762726306915283,40.416900634765625,node/2496787803,40.4169324,-3.6761411,"(40.4169324, -3.6761411000000002)",,11.685188767913784,"(40.4169324, -3.6761411000000002)"
FB_000033,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA URBANA,FUENTE DE LOS NEVEROS (PASEO DE CASTAÑOS),437608.5701,4474326.113,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7354159355163574,40.41722106933594,node/1435775507,40.4172579,-3.7352657,"(40.417257900000003, -3.7352656999999998)",,13.365427807654259,"(40.417257900000003, -3.7352656999999998)"
FB_000026,ZV,RETIRO,JARDINES DEL BUEN RETIRO,A. 14 · ESTANQUE,442235.03,4474305.95,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6808853149414062,40.41737365722656,node/3497610236,40.4172923,-3.680829,"(40.4172923, -3.6808290000000001)",,10.228739767485948,"(40.4172923, -3.6808290000000001)"
FB_000032,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA URBANA,FUENTE DE LA EXPLANADA DEL LAGO,437469.6451,4474362.083,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7370567321777344,40.417537689208984,node/3150449392,40.4175665,-3.737039,"(40.4175665, -3.7370390000000002)",,3.5388785914041896,"(40.4175665, -3.7370390000000002)"
FB_000052,ZV,CENTRO,JARDINES DE LA PLAZA DE ORIENTE,A. 3 · LEPANTO,439604.66,4474347.24,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7118914127349854,40.41756057739258,node/1464142396,40.4175585,-3.7119284,"(40.417558499999998, -3.7119284000000001)",,3.1406282754241626,"(40.417558499999998, -3.7119284000000001)"
FB_000034,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA URBANA,FUENTE DEL TRIANGULO,437726.5995,4474366.658,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7340288162231445,40.41759490966797,node/1418447314,40.4176052,-3.7338908,"(40.417605199999997, -3.7338908000000002)",,11.74324895755016,"(40.417605199999997, -3.7338908000000002)"
FB_000020,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA FORESTAL,FUENTE Nº1 DE LA CARRETERA DE SOMOSAGUAS,435530.0059,4474400.407,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7599217891693115,40.41773223876953,node/1052390682,40.4177092,-3.7598946,"(40.417709199999997, -3.7598946)",,3.444928363126011,"(40.417709199999997, -3.7598946)"
FB_000028,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA URBANA,FUENTE Nº4 DEL BOSQUE DEL RUISEÑOR,437107.3707,4474394.456,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7413299083709717,40.41780090332031,node/3176636438,40.4178167,-3.7413667,"(40.417816700000003, -3.7413666999999999)",,3.5768212976542726,"(40.417816700000003, -3.7413666999999999)"
FB_000031,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA URBANA,FUENTE Nº1 DEL BOSQUE DEL RUISEÑOR,437379.459,4474406.618,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.738124132156372,40.417930603027344,node/3150449393,40.4180163,-3.7380824,"(40.418016299999998, -3.7380824000000001)",,10.16576370009033,"(40.418016299999998, -3.7380824000000001)"
FB_000027,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA URBANA,FUENTE Nº5 DEL BOSQUE DEL RUISEÑOR,436981.6769,4474426.109,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.742814540863037,40.41807556152344,node/3150449394,40.4181394,-3.742834,"(40.418139400000001, -3.7428340000000002)",,7.289209145878036,"(40.418139400000001, -3.7428340000000002)"
FUE_01-01_0000000037,VP,CENTRO,PLAZA ISABEL II Nº:8,,439838.4509,4474407.334,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.709141492843628,40.41811752319336,node/3687060429,40.418147,-3.7091853,"(40.418146999999998, -3.7091853000000001)",,4.950789718741022,"(40.418146999999998, -3.7091853000000001)"
FB_000035,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA URBANA,FUENTE DEL CENTRO DE INFORMACION,438062.4403,4474429.841,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.730076551437378,40.418190002441406,node/4331338091,40.4185785,-3.7300601,"(40.418578500000002, -3.7300601000000002)",,43.23357935218741,"(40.418578500000002, -3.7300601000000002)"
FUE_02-03_0000000039,VP,RETIRO,IBIZA Nº 16 ( EN EL BULEVAR),,442610.5469,4474400.482,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6764676570892334,40.418251037597656,node/1917865206,40.4182602,-3.6763924,"(40.418260199999999, -3.6763924000000001)",,6.453746477970606,"(40.418260199999999, -3.6763924000000001)"
FB_000004,ZV,RETIRO,JARDINES DEL BUEN RETIRO,A. 12 · EL POVAR,441846.65,4474411.3,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6854724884033203,40.418296813964844,node/2496787804,40.4183443,-3.6855094,"(40.418344300000001, -3.6855093999999999)",,6.137273663103652,"(40.418344300000001, -3.6855093999999999)"
FUE_02-03_0000000007,ZV,RETIRO,PARQUE DE ROMA,"C/JUAN ESPLANDIU Nº 11, EN EL ROCÓDROMO",443588.2282,4474449.008,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6649484634399414,40.41875457763672,node/3395825855,40.4187946,-3.664927,"(40.418794599999998, -3.664927)",,4.808277880461716,"(40.418794599999998, -3.664927)"
FB_000003,ZV,RETIRO,JARDINES DEL BUEN RETIRO,A. 12 · EL POVAR,441760.56,4474463.47,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6864919662475586,40.41876220703125,node/1464142385,40.4187886,-3.6865297,"(40.418788599999999, -3.6865296999999999)",,4.339062290497559,"(40.418788599999999, -3.6865296999999999)"
FB_000021,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA FORESTAL,FUENTE DE LA MANZANA,435556.962,4474548.839,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7596189975738525,40.419071197509766,node/1356385721,40.4190996,-3.7596096,"(40.419099600000003, -3.7596096000000001)",,3.257789321977504,"(40.419099600000003, -3.7596096000000001)"
FB_000008,ZV,RETIRO,JARDINES DEL BUEN RETIRO,A. 14 · ESTANQUE,442211.32,4474497.8,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6811821460723877,40.41910171508789,node/1464142403,40.4190697,-3.6811704,"(40.419069700000001, -3.6811704000000001)",,3.6972233180038687,"(40.419069700000001, -3.6811704000000001)"
FUE_02-03_0000000043,VP,RETIRO,ALCALA Nº 50,,441316.5538,4474539.499,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.691732406616211,40.41941452026367,node/2928885261,40.4194271,-3.6916391,"(40.4194271, -3.6916391000000002)",,8.024010110057755,"(40.4194271, -3.6916391000000002)"
FB_000019,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA FORESTAL,FUENTE Nº2 DE LA CARRETERA DE SOMOSAGUAS,434129.565,4474635.376,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.776451826095581,40.41973876953125,node/1052390684,40.4197359,-3.7764922,"(40.419735899999999, -3.7764921999999999)",,3.433656098098249,"(40.419735899999999, -3.7764921999999999)"
FUE_01-01_0000000023,ZV,CENTRO,PLAZA DE SANTO DOMINGO,PLAZA DE SANTO DOMINGO,439913.6859,4474623.727,ETRS89 / UTM  Zona 30N,FUERA DE SERVICIO,DEFICIENCIA ESTRUCTURAL,3-nov.-17,-3.708275318145752,40.420074462890625,node/3500567939,40.4200822,-3.7082261,"(40.420082200000003, -3.7082261000000001)",,4.255604226685708,"(40.420082200000003, -3.7082261000000001)"
FB_000042,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA URBANA,FUENTE DEL PLATANO GORDO (EN PASEO DE LA TORRECILLA),437762.0874,4474704.647,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7336435317993164,40.4206428527832,node/1052390709,40.4206483,-3.7335474,"(40.420648300000003, -3.7335474)",,8.162675887785324,"(40.420648300000003, -3.7335474)"
FB_000024,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA URBANA,FUENTE DEL JARDIN DEL TELEFERICO,436432.5706,4474718.695,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7493157386779785,40.42066955566406,node/1356385835,40.4206599,-3.7492796,"(40.420659899999997, -3.7492795999999999)",,3.2431020515578024,"(40.420659899999997, -3.7492795999999999)"
FUE_04-20_0000000064,ZV,SAN BLAS,ARCOS DE JALON - SAN ROMAN DEL VALLE,"SAN ROMAN DEL VALLE, 6",447247.85,4474706.77,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6218349933624268,40.42131805419922,node/3429023897,40.4213667,-3.6218804,"(40.4213667, -3.6218804000000002)",,6.637659813275252,"(40.4213667, -3.6218804000000002)"
FUE_04-20_0000000061,ZV,SAN BLAS,PARQUE POBLADURA VALLE - ARCOS DE JALON,"ARCOS DE JALON, 4",446938.7076,4474797.632,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.625486373901367,40.422119140625,node/3588246131,40.4221296,-3.6255308,"(40.422129599999998, -3.6255307999999999)",,3.937570131870541,"(40.422129599999998, -3.6255307999999999)"
FUE_01-09_0000000001,ZV,MONCLOA-ARAVACA,PLAZA ESPAÑA,PLAZA ESPAÑA,439503.9271,4474906.253,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.713131904602051,40.42258834838867,node/3500567653,40.4225917,-3.7129495,"(40.422591699999998, -3.7129495000000001)",,15.449539576733176,"(40.422591699999998, -3.7129495000000001)"
FB_000046,ZV,SALAMANCA,QUINTA DE LA FUENTE DEL BERRO,A. 6 · JARDÍN DE LA RÍA,443884.72,4474919.19,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6614954471588135,40.423011779785156,node/3035326640,40.4229924,-3.6614682,"(40.422992399999998, -3.6614681999999998)",,3.1574040233185534,"(40.422992399999998, -3.6614681999999998)"
FB_000066,ZV,SALAMANCA,QUINTA DE LA FUENTE DEL BERRO,A. 7 · PEÑASCALES,443752.2,4474947.14,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.663059949874878,40.423255920410156,node/297682006,40.4232182,-3.6630123,"(40.423218200000001, -3.6630123000000001)",,5.820738429140452,"(40.423218200000001, -3.6630123000000001)"
FUE_04-15_0000000034,ZV,CIUDAD LINEAL,GANDHI,"GANDHI, 12",446043.5843,4474983.422,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6360533237457275,40.42373275756836,node/4185625788,40.4237057,-3.6360865,"(40.423705699999999, -3.6360865000000002)",,4.116846929310272,"(40.423705699999999, -3.6360865000000002)"
FUE_01-01_0000000007,ZV,CENTRO,PLAZA SAN ILDEFONSO,PLAZA SAN ILDEFONSO,440465.5389,4475071.01,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.701812505722046,40.42414093017578,node/1517405750,40.4241648,-3.7018299,"(40.4241648, -3.7018298999999999)",,3.03610996219333,"(40.4241648, -3.7018298999999999)"
FUE_02-04_0000000038,ZV,SALAMANCA,AVDA FELIPE II Nº 5,AVDA FELIPE II Nº 5,442709.5834,4475055.859,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6753594875335693,40.424163818359375,node/4406606777,40.4242191,-3.6753988,"(40.424219100000002, -3.6753988)",,6.99196268962785,"(40.424219100000002, -3.6753988)"
FUE_04-20_0000000020,ZV,SAN BLAS,Pº GINEBRA,"GINEBRA, 12",448694.2668,4475016.078,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6048107147216797,40.4241943359375,node/1245968879,40.4242111,-3.6048586,"(40.424211100000001, -3.6048586)",,4.462767310259683,"(40.424211100000001, -3.6048586)"
FUE_02-04_0000000025,ZV,SALAMANCA,PZA. DE DALI,,442884.628,4475062.161,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6732966899871826,40.424232482910156,node/3463021602,40.4242798,-3.6732824,"(40.424279800000001, -3.6732824000000002)",,5.40020099586611,"(40.424279800000001, -3.6732824000000002)"
FUE_04-20_0000000019,ZV,SAN BLAS,Pº GINEBRA,"GINEBRA, 13",448647.5402,4475062.395,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.60536527633667,40.42461013793945,node/1245970134,40.424851,-3.605743,"(40.424850999999997, -3.6057429999999999)",,41.72050099464886,"(40.424850999999997, -3.6057429999999999)"
FB_000045,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA URBANA,FUENTE DE LA GLORIETA DE LAS MORERAS,437770.815,4475163.962,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7335855960845947,40.424781799316406,node/1052390720,40.4248716,-3.7335291,"(40.424871600000003, -3.7335291000000002)",,11.074614657082504,"(40.424871600000003, -3.7335291000000002)"
FUE_04-20_0000000084,ZV,SAN BLAS,PARQUE DE SAN BLAS - EL PARAISO,"ARCENTALES, 2",446766.0569,4475100.089,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.627546787261963,40.42483139038086,node/1325487133,40.424799,-3.6275209,"(40.424799, -3.6275208999999999)",,4.217070710508599,"(40.424799, -3.6275208999999999)"
FUE_01-01_0000000004,ZV,CENTRO,PLAZA VILLA DE PARIS,PLAZA VILLA DE PARIS,441281.789,4475192.9,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.69220232963562,40.425296783447266,node/4237288297,40.4254296,-3.6922473,"(40.425429600000001, -3.6922473)",,15.255517742356638,"(40.425429600000001, -3.6922473)"
FUE_04-20_0000000085,ZV,SAN BLAS,PARQUE DE SAN BLAS - EL PARAISO,"ARCENTALES, 2",446875.5343,4475199.49,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.626264810562134,40.42573165893555,node/1325487155,40.4257093,-3.6263327,"(40.425709300000001, -3.6263326999999999)",,6.2631460028179475,"(40.425709300000001, -3.6263326999999999)"
FUE_04-20_0000000095,ZV,SAN BLAS,PARQUE DE SAN BLAS - EL PARAISO,"AJOFRIN, 2",446936.1148,4475208.495,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.625551462173462,40.425819396972656,node/2623339508,40.4255948,-3.6259996,"(40.425594799999999, -3.6259996000000001)",,45.42920263258748,"(40.425594799999999, -3.6259996000000001)"
FUE_04-15_0000000097,ZV,CIUDAD LINEAL,JOSE ARCONES GIL,"JOSE ARCONES GIL, 126",446320.2406,4475315.161,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6328201293945312,40.42673873901367,node/3394190477,40.4268174,-3.6328736,"(40.426817399999997, -3.6328735999999999)",,9.85111989256935,"(40.426817399999997, -3.6328735999999999)"
FUE_02-04_0000000040,ZV,SALAMANCA,PARQUE RESIDENCIAL ISABEL II,CALLE RAMÓN AGUINAGA 2,443585.18,4475363.43,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6650655269622803,40.42699432373047,node/4332345244,40.4267792,-3.6654199,"(40.426779199999999, -3.6654198999999998)",,38.37694719684319,"(40.426779199999999, -3.6654198999999998)"
FUE_01-01_0000000001,ZV,CENTRO,PLAZA COMENDADORAS,PLAZA COMENDADORAS,439892.4997,4475419.798,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7086002826690674,40.427242279052734,node/2861771473,40.4272963,-3.708589,"(40.427296300000002, -3.7085889999999999)",,6.084013709579818,"(40.427296300000002, -3.7085889999999999)"
FUE_03-09_0000000030,ZV,MONCLOA-ARAVACA,PARQUE DE LA BOMBILLA,JUNTOO A JUEGOS INFANTILES,438260.9317,4475477.582,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7278387546539307,40.427642822265625,node/1916805095,40.427687,-3.7278674,"(40.427686999999999, -3.7278674000000001)",,5.4796907228486615,"(40.427686999999999, -3.7278674000000001)"
FB_000048,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA FORESTAL,FUENTE DE CUATRO GRIFOS DEL PASEO DE LOS PIÐONEROS,437554.7235,4475502.2,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.736166000366211,40.42781448364258,node/3150808039,40.4276085,-3.7357245,"(40.427608499999998, -3.7357244999999999)",,43.843423698943646,"(40.427608499999998, -3.7357244999999999)"
FB_000049,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA FORESTAL,FUENTE METALICA DEL PASEO DE LOS PIÑONEROS,437513.9287,4475552.651,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.73665189743042,40.42826461791992,node/1052390741,40.4282947,-3.7365898,"(40.428294700000002, -3.7365898)",,6.232002457357233,"(40.428294700000002, -3.7365898)"
FUE_04-15_0000000088,ZV,CIUDAD LINEAL,AVDA. MARQUES DE CORBERA - SAN CLODOALDO,"HERMANOS GOMEZ, 50",444929.6116,4475508.917,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6492300033569336,40.42839431762695,node/3497491528,40.4284446,-3.6491897,"(40.428444599999999, -3.6491897)",,6.551551491730955,"(40.428444599999999, -3.6491897)"
FUE_01-07_0000000007,ZV,CHAMBERÍ,"PO CASTELLANA, DE LA Nº:19",PASEO DE LA CASTELLANA IV,441497.1641,4475576.983,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6896989345550537,40.42877197265625,node/4330672719,40.4286719,-3.6893863,"(40.428671899999998, -3.6893862999999998)",,28.71485641890308,"(40.428671899999998, -3.6893862999999998)"
FUE_02-04_0000000039,ZV,SALAMANCA,PARQUE SANCHO DÁVILA,ENTRADA POR PLAZA AMÉRICA ESPAÑOLA,443883.2367,4475591.451,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.661572217941284,40.42906951904297,node/4332345246,40.4293424,-3.6619985,"(40.429342400000003, -3.6619985000000002)",,47.15747757231568,"(40.429342400000003, -3.6619985000000002)"
FUE_02-04_0000000024,ZV,SALAMANCA,PARQUE DE MARIA EVA DUARTE DE PERON,,443271.7044,4475605.179,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6687824726104736,40.42914962768555,node/1474140980,40.4290608,-3.6687341,"(40.429060800000002, -3.6687341)",,10.695196973049631,"(40.429060800000002, -3.6687341)"
FUE_04-15_0000000103,VP,CIUDAD LINEAL,"C/ SERVANDO BATANERO, 8 CV C/ HERMANOS GOMEZ","SERVANDO BATANERO, 8",444891.9541,4475610.943,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6496827602386475,40.4293098449707,node/3497491529,40.4293167,-3.6496385,"(40.429316700000001, -3.6496385)",,3.8241254106434095,"(40.429316700000001, -3.6496385)"
FUE_04-15_0000000105,VP,CIUDAD LINEAL,"C/ HERMANOS MACHADO, 46","HERMANOS MACHADO, 46",444961.3785,4475702.807,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.648872137069702,40.43014144897461,node/3775464422,40.4301117,-3.6488704,"(40.430111699999998, -3.6488703999999998)",,3.312133827005665,"(40.430111699999998, -3.6488703999999998)"
FB_000057,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA FORESTAL,FUENTE DE LA CARRETERA DE GARAVITAS (CURVA DE LA MUERTE),437410.3293,4475762.099,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.737893581390381,40.430145263671875,node/1052390702,40.4301741,-3.737845,"(40.430174100000002, -3.7378450000000001)",,5.215853228968525,"(40.430174100000002, -3.7378450000000001)"
FUE_04-15_0000000048,ZV,CIUDAD LINEAL,ASCAO - LUIS RUIZ,"ASCAO, 32",445765.2898,4475725.803,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.639397144317627,40.43040466308594,node/3426538523,40.4301546,-3.6397125,"(40.430154600000002, -3.6397124999999999)",,38.55466759322865,"(40.430154600000002, -3.6397124999999999)"
FUE_04-15_0000000012,ZV,CIUDAD LINEAL,C/ BENIDORM,"DAROCA, 24",444268.794,4475749.037,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.65704083442688,40.43051528930664,node/3249972997,40.4305191,-3.6570779,"(40.430519099999998, -3.6570779)",,3.16663758622547,"(40.430519099999998, -3.6570779)"
FUE_04-15_0000000031,ZV,CIUDAD LINEAL,PAR VITAL AZA - CAROLINA CORONADO,"CAROLINA CORONADO, 26",445341.0006,4475751.13,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6444010734558105,40.43060302734375,node/4330668671,40.4305461,-3.6445607,"(40.430546100000001, -3.6445607)",,14.924455176188578,"(40.430546100000001, -3.6445607)"
FUE_04-15_0000000004,ZV,CIUDAD LINEAL,C/ BENIDORM,"JOSE VILLENA, 18",444375.3351,4475764.783,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6557862758636475,40.4306640625,node/3417821594,40.430703,-3.6557705,"(40.430703000000001, -3.6557705)",,4.532154924942262,"(40.430703000000001, -3.6557705)"
FUE_04-20_0000000053,ZV,SAN BLAS,CTRA. DE CANILLEJAS A VICALVARO 91 - 111,"AINSA, 11",448193.0724,4475748.806,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.610778331756592,40.43076705932617,node/4376883224,40.4304722,-3.610594,"(40.430472199999997, -3.6105939999999999)",,36.320001887095785,"(40.430472199999997, -3.6105939999999999)"
FUE_04-20_0000000024,ZV,SAN BLAS,Z.V. SOFIA - NIZA,"ESTOCOLMO, 26",449047.5044,4475755.026,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.600706100463867,40.43087387084961,node/1048614548,40.4308977,-3.6006735,"(40.430897700000003, -3.6006735000000001)",,3.8266003040998777,"(40.430897700000003, -3.6006735000000001)"
FB_000062,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA FORESTAL,FUENTE DE CUATRO CAMINOS,435490.8878,4475974.604,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.760542392730713,40.43191146850586,node/1052390718,40.4319372,-3.7605156,"(40.4319372, -3.7605156000000002)",,3.6519248972749336,"(40.4319372, -3.7605156000000002)"
FUE_02-04_0000000026,ZV,SALAMANCA,JARDIN DE LA VIRGEN DEL PILAR,C/GENERAL PARDIÑAS CV C/JUAN BRAVO,442498.1789,4475963.332,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.67793345451355,40.43232345581055,node/2823633513,40.4323957,-3.6779632,"(40.432395700000001, -3.6779632000000002)",,8.420832113228155,"(40.432395700000001, -3.6779632000000002)"
FUE_02-04_0000000035,ZV,SALAMANCA,AVENIDA DE LOS TOREROS ,JUNTO A  LA PLAZA,443860.5593,4475986.472,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.661874294281006,40.43262481689453,node/4088768814,40.4326401,-3.6619055,"(40.4326401, -3.6619055)",,3.1415660942681622,"(40.4326401, -3.6619055)"
FB_000097,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA FORESTAL,FUENTE DEL PUENTE DE LOS FRANCESES,437272.4783,4476124.011,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7395544052124023,40.43339157104492,node/4332355413,40.4334235,-3.7395721,"(40.433423500000004, -3.7395721000000002)",,3.85437177314818,"(40.433423500000004, -3.7395721000000002)"
FUE_04-20_0000000090,ZV,SAN BLAS,PARQUE DE SAN BLAS - EL PARAISO,"ALBAIDA, 34",447560.5002,4476065.9,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6182618141174316,40.4335823059082,node/1325487923,40.4336193,-3.618304,"(40.433619299999997, -3.6183040000000002)",,5.448523450839155,"(40.433619299999997, -3.6183040000000002)"
FB_000096,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA FORESTAL,FUENTE DE LA SUBESTACIÓN,437067.9674,4476154.004,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7419683933258057,40.43364715576172,node/4332355414,40.4337568,-3.7420786,"(40.433756799999998, -3.7420786000000001)",,15.355057867884796,"(40.433756799999998, -3.7420786000000001)"
FB_000061,ZV,MONCLOA-ARAVACA,CASA DE CAMPO ZONA FORESTAL,FUENTE DEL ESTANQUE DEL REPARTIDOR,436756.5968,4476178.079,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.7456417083740234,40.433841705322266,node/4403559003,40.4338592,-3.7458415,"(40.433859200000001, -3.7458415)",,17.02600899319763,"(40.433859200000001, -3.7458415)"
FUE_04-20_0000000093,ZV,SAN BLAS,AMPL. PARQUE EL PARAISO,"ALBAIDA, 94",447970.4677,4476120.33,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.6134328842163086,40.43409729003906,node/1325488008,40.434057,-3.6133962,"(40.434057000000003, -3.6133961999999999)",,5.452289637670185,"(40.434057000000003, -3.6133961999999999)"
FUE_04-15_0000000056,ZV,CIUDAD LINEAL,PZA. VIRGEN DEL CORO,"VIRGEN DE LA ROCA, 6",444202.6708,4476149.887,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.65785551071167,40.434120178222656,node/3510131454,40.4341935,-3.6578591,"(40.434193499999999, -3.6578591)",,8.160965898353234,"(40.434193499999999, -3.6578591)"
FUE_02-04_0000000023,ZV,SALAMANCA,PZA.  SAN CAYETANO,C/AZCONA CV C/PILAR DE ZARAGOZA,443166.1426,4476158.793,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.670076370239258,40.43413162231445,node/4053533293,40.4342037,-3.6705928,"(40.434203699999998, -3.6705928000000001)",,44.44990846108052,"(40.434203699999998, -3.6705928000000001)"
FUE_04-15_0000000112,VP,CIUDAD LINEAL,"C/ VICENTE ESPINEL, 14 CV C/ GOMEZ DE AVELLANEDA","GOMEZ DE AVELLANEDA, 37",445626.3366,4476199.696,ETRS89 / UTM  Zona 30N,EN SERVICIO,,3-nov.-17,-3.641075611114502,40.434661865234375,node/4224480592,40.4347027,-3.6410625,"(40.434702700000003, -3.6410624999999999)",,4.67556324950611,"(40.434702700000003, -3.6410624999999999)"
